,a,b
471,"[-824.5793983693627, 1927.695608044391, 1383.292529182039]","[2.7336496629879132, -6.382381618960505, -4.568194021260325]"
472,"[-783.7910356468877, 655.2650257786928, 1464.9993971396318]","[2.598694763259367, -2.1724956686979615, -4.841480309631301]"
473,"[410.966393352016, 1109.1586963174964, 1784.0627039645788]","[-1.3596407646848145, -3.673925209502044, -5.896684304621484]"
474,"[1566.9043259101456, 3698.6329637659574, 2641.259289002536]","[-5.194680127347225, -12.256349687599386, -8.738916852769467]"
475,"[nan, nan, nan]","[nan, nan, nan]"
476,"[nan, nan, nan]","[nan, nan, nan]"
477,"[nan, nan, nan]","[nan, nan, nan]"
478,"[-46.14392622322512, 1841.0156365528558, 1026.4169914535685]","[0.153398748572212, -6.109260758641272, -3.3956675034598507]"
479,"[1584.4975825287904, 2126.010584810293, 1159.7053814823048]","[-5.254231009924849, -7.051814479471743, -3.835541931361966]"
480,"[1623.5512695960067, 2421.6868959408953, 961.4441925953523]","[-5.3818677127245005, -8.033583484800939, -3.1799261061404076]"
481,"[453.7310002974143, 1080.3893403215475, 899.2193843238903]","[-1.498018060613719, -3.5868622258403846, -2.9759521305566374]"
482,"[74.9655916096872, 1942.2291011361572, 728.9984755415787]","[-0.23941744239781568, -6.4481890933407655, -2.414996584225694]"
483,"[1181.411851343373, 2185.2441436697527, 699.3551120601377]","[-3.9040961563639947, -7.246205069884146, -2.315436977067854]"
484,"[1927.4291919329623, 2205.8155453671534, 999.2070537783108]","[-6.371269874947211, -7.3068648283208475, -3.3065866961792776]"
485,"[1396.5775693222286, 1497.4328930909855, 1004.7760247314333]","[-4.61108337243316, -4.960480317906819, -3.3233637971824264]"
486,"[2104.292706837074, 2373.3446046154227, 1578.5967827162372]","[-6.950294929908402, -7.867488431882019, -5.2242902197541845]"
487,"[2196.9134269137935, 1551.8789320048525, 1038.8593854072058]","[-7.263657826870038, -5.138932297054543, -3.4362317511432683]"
488,"[nan, nan, nan]","[nan, nan, nan]"
489,"[nan, nan, nan]","[nan, nan, nan]"
490,"[nan, nan, nan]","[nan, nan, nan]"
491,"[nan, nan, nan]","[nan, nan, nan]"
492,"[358.00613837572286, 3079.017147512246, 2492.019223024593]","[-1.1792110214072373, -10.171173937559974, -8.240853036596068]"
493,"[1056.676401235765, 3510.546099820525, 4316.7363070233805]","[-3.481482644972515, -11.589174199224622, -14.243694419257817]"
494,"[1870.4609004621877, 4098.902334732718, 944.3341340757504]","[-6.160043897867188, -13.529100354542098, -3.1071751166420123]"
495,"[2396.395475236829, 3220.6375485688845, 1309.0264494663122]","[-7.896611083885358, -10.63736814041617, -4.313437535132989]"
496,"[2581.2301957337536, 1168.3599473109668, 2553.6916643149316]","[-8.501336216765354, -3.857296102308194, -8.425986541726344]"
497,"[2431.621088032604, 2106.085058389538, 2224.602605558335]","[-8.009848979094567, -6.948373515487699, -7.333800169425208]"
498,"[1138.9301769683411, 1295.800895325417, 3460.968535356328]","[-3.752572197008833, -4.2734318980673915, -11.420755922104687]"
499,"[1428.390181440851, -326.31019887749255, 1578.6606845147107]","[-4.702895882959261, 1.0776824560087455, -5.192578011649568]"
500,"[3576.4293060103373, 1747.65227181308, 1046.68039545463]","[-11.779935636406588, -5.7602250220630715, -3.428759717334697]"
501,"[-210.72375328553605, 1808.3874931142896, 707.3776940835318]","[0.695475647546902, -5.956211758035095, -2.306051471864945]"
502,"[2887.1946760355945, 2293.385941302177, 2169.3695906993703]","[-9.513960806629925, -7.557402764004917, -7.131402635608748]"
503,"[2145.5824554073433, 2117.253794762799, 2372.699163664165]","[-7.068066632201514, -6.97923513481753, -7.802621779444011]"
504,"[2183.6940174763886, 922.0919021274706, 1928.2401372293023]","[-7.192928922932, -3.0398189485965545, -6.336311608778846]"
505,"[3643.038889154612, 399.1336125868295, 2802.443431257228]","[-12.008583215131441, -1.31693396726323, -9.224004620622111]"
506,"[2141.7410586370606, -847.3256073215176, 4112.717339348846]","[-7.05544718761992, 2.793122703948481, -13.544401542097756]"
507,"[2108.4512732969115, -984.6527496883327, 2839.353716790739]","[-6.947145575731649, 3.246812658330894, -9.351781067698335]"
508,"[1456.7265712196204, -1806.4856735978785, 3271.4442883305737]","[-4.799661382306421, 5.959785613458097, -10.776671785454253]"
509,"[435.00895383087556, -1631.6088168709525, 2620.7452776718337]","[-1.4294520039275789, 5.384305760253176, -8.634650867549048]"
510,"[-3029.5347064295274, -2896.150874564994, -4063.6497543466216]","[10.011598803449086, 9.561950746414665, 13.436673546731]"
511,"[-2026.391721119479, -2267.7293509460983, -3762.090795102912]","[6.708124805072984, 7.492290847300914, 12.450812895573677]"
512,"[3205.571775935757, -2233.2404915577413, 766.5873894379927]","[-10.595231616780778, 7.380951801886761, -2.5240015464952585]"
513,"[-4278.209254568967, -2545.3662989088757, -1720.9263749126214]","[14.158858484802074, 8.419154284330437, 5.704294615010425]"
514,"[2961.970647845713, -3159.7292364127707, -1535.360988284826]","[-9.796003889533083, 10.46067721875829, 5.091510262193929]"
515,"[1873.768587145318, -1924.1184512842904, -4568.729497752627]","[-6.1955321256969675, 6.37276828221239, 15.140746758012652]"
516,"[1867.517511139204, -2372.7651203913974, 1005.4627646465083]","[-6.183576832633158, 7.8630191423196925, -3.329292465394039]"
517,"[-119.34343259586926, -1941.7134959511804, -1243.6054059864143]","[0.39990114037980146, 6.4366813321886385, 4.12371306178596]"
518,"[-3705.9589828359017, -1135.3086300628058, -1950.2151569723023]","[12.295068202289082, 3.763865815245884, 6.468920056696354]"
519,"[-1331.1349512253819, -343.57322527339414, -1380.0245137142858]","[4.418560665121098, 1.1371400870377109, 4.577936484295646]"
520,"[77.77082138765984, 642.7562000025771, -1962.6307684257624]","[-0.25930470928366184, -2.1395155135576855, 6.512932557213907]"
521,"[-475.48231118567566, -1040.7074859257698, -2484.1238559729436]","[1.580425789516638, 3.4550406642440596, 8.248244358043552]"
522,"[-799.6828850645827, 47.13397988528815, -2289.6041354319595]","[2.660439575409472, -0.16038769716123932, 7.605484154693722]"
523,"[-1411.9554648388253, -508.8303349771016, -2822.3466343311984]","[4.6986844771541145, 1.6882822065714858, 9.376353551846359]"
524,"[-1040.241692943919, -1108.694420406282, -2604.840138244352]","[3.46458889706276, 3.6861854617384844, 8.659217027452446]"
525,"[-1142.416775503609, 868.0295285732353, -2383.766363091031]","[3.8058627769445557, -2.8952231357851876, 7.92600379961948]"
526,"[-1327.393046929059, 873.8863128503449, -2609.0987568508126]","[4.426842320786871, -2.9156067845611155, 8.679645876536773]"
527,"[-1612.0362751406963, 962.7179299098485, -1827.3032292793803]","[5.379988647707332, -3.212546789224744, 6.079285845057666]"
528,"[-1195.941757238141, 971.4287983181218, -1949.0934579217533]","[3.993357519832376, -3.24266766042392, 6.488961205140853]"
529,"[-1330.3942721842136, 1106.6223452308034, -2227.17926396435]","[4.443654765006792, -3.6951282743120366, 7.417003440588718]"
530,"[-1513.3112065676214, 415.1559161797207, -2722.2699196006974]","[5.057222651077397, -1.388875347681275, 9.067921212437115]"
531,"[-1511.85376804525, 1615.6145484927301, -2108.3009890018016]","[5.053498747253318, -5.3984746400532675, 7.023388918818565]"
532,"[-1579.7818142233955, 1078.2295195570498, -2759.8802479590368]","[5.282876209250127, -3.60507566209698, 9.195851741912028]"
533,"[-1542.8468054173754, 252.88422375422036, -3885.4155236752326]","[5.1663465594243885, -0.8483604892964571, 12.95014805818271]"
534,"[-1003.4264463421661, 63.597267319917805, -3350.809501583099]","[3.3613253015097726, -0.21512766689361904, 11.171548448285868]"
535,"[-710.6489933396508, 204.27420543573794, -2573.5368744974216]","[2.3810664186607844, -0.6834797238665977, 8.576298648223306]"
536,"[-624.5956658029974, 105.81032830142597, -2208.385012307214]","[2.0923949731083376, -0.3529420398550999, 7.3618457467710225]"
537,"[-708.3857104451106, 317.25082888313233, -1959.0955870833623]","[2.3733979684910183, -1.0579432658165506, 6.529582722964642]"
538,"[-881.7530185671047, 36.70644984492461, -998.6662221400957]","[2.955425748051856, -0.1192499287596525, 3.3310852116813168]"
539,"[-760.442944448748, 664.00804114774, -943.4172646474412]","[2.5488395014780614, -2.213962235290703, 3.1448065302297112]"
540,"[-487.0951442414782, 419.9352698720082, -1161.8811158646295]","[1.6319733950870081, -1.3957820661133846, 3.8689702920503932]"
541,"[-346.0255135278449, 844.9292113803424, -1338.3642168699114]","[1.1613834575214994, -2.815073181195239, 4.455078789091862]"
542,"[-380.87784368117235, 438.74838844217936, -771.3001416308541]","[1.2806317067653838, -1.460052751313644, 2.5682912033509218]"
543,"[-541.7009130724542, 139.0418171302956, -83.4294086362289]","[1.826407231781758, -0.46413474491656187, 0.27980309084856536]"
544,"[29.78189749054425, -180.93958475865986, -84.43277296998086]","[-0.10128677787658509, 0.611737640562675, 0.28514064642948267]"
545,"[nan, nan, nan]","[nan, nan, nan]"
546,"[nan, nan, nan]","[nan, nan, nan]"
547,"[nan, nan, nan]","[nan, nan, nan]"
548,"[nan, nan, nan]","[nan, nan, nan]"
549,"[nan, nan, nan]","[nan, nan, nan]"
550,"[nan, nan, nan]","[nan, nan, nan]"
551,"[nan, nan, nan]","[nan, nan, nan]"
552,"[nan, nan, nan]","[nan, nan, nan]"
553,"[nan, nan, nan]","[nan, nan, nan]"
554,"[nan, nan, nan]","[nan, nan, nan]"
555,"[nan, nan, nan]","[nan, nan, nan]"
556,"[nan, nan, nan]","[nan, nan, nan]"
557,"[nan, nan, nan]","[nan, nan, nan]"
558,"[nan, nan, nan]","[nan, nan, nan]"
559,"[nan, nan, nan]","[nan, nan, nan]"
560,"[nan, nan, nan]","[nan, nan, nan]"
561,"[nan, nan, nan]","[nan, nan, nan]"
562,"[nan, nan, nan]","[nan, nan, nan]"
563,"[-699.1699450530347, -497.68987746519406, -1816.9110979663321]","[2.3221548568657986, 1.6499595309089867, 6.0259922729463]"
564,"[354.7219548003181, -358.88222420470805, -2310.224352446665]","[-1.18450130206548, 1.189491192378377, 7.663888219915563]"
565,"[-108.56026497707107, -109.11292541593224, -1744.1973030550769]","[0.35829783452010583, 0.358365698310578, 5.790022980231765]"
566,"[76.2205233640298, 45.30916443450381, -2251.243836600804]","[-0.25747391323885943, -0.15572028046779884, 7.4733499773248395]"
567,"[125.11609900743026, -80.19367926906617, -1917.3240464108726]","[-0.4204614493648132, 0.2616957366629441, 6.366354619707218]"
568,"[35.20088194465325, -236.48847499151904, -2461.9700697732655]","[-0.12017530141469954, 0.7828246332868045, 8.174700535079232]"
569,"[317.3564996178936, -149.36506578206337, -1834.9823001598181]","[-1.063493867459619, 0.4941926072454682, 6.094204480278674]"
570,"[56.33548751716775, 161.73628855516054, -2356.8802044120093]","[-0.18966789474962767, -0.5427520455000665, 7.8285527268878505]"
571,"[-42.22828945680105, 280.9663167492707, -4104.312966688842]","[0.14132777940210778, -0.9405039164272536, 13.645111274123936]"
572,"[-12.420724049133806, 156.2838256302045, -2402.3737560414925]","[0.04332528548755121, -0.5238302733750833, 7.99070767102824]"
573,"[186.05230353989168, 370.3862219075592, -1990.133840094166]","[-0.6194417019166863, -1.2356967185415817, 6.619696980603106]"
574,"[464.7789025088676, 308.6764390846732, 44.062223424067135]","[-1.5515068970375214, -1.0293253532279678, -0.14269278436857033]"
575,"[611.5072566857823, 22.081256438375252, -397.47426770942496]","[-2.043191566551528, -0.07170038413587425, 1.3234888924776644]"
576,"[824.7376052237947, -668.9381550245223, -227.59159546268148]","[-2.749593169592569, 2.2291368419525166, 0.7553023024426455]"
577,"[392.7192845515805, -79.21151703061189, 838.8811679931715]","[-1.3056537474541323, 0.26484804322879224, -2.78124001377082]"
578,"[896.5151684814049, 405.95000673972464, 1594.2036546313557]","[-2.981591094359742, -1.3487710546103675, -5.282191034241842]"
579,"[596.3686612233982, 447.14151209317555, -152.221526688675]","[-1.9807781610043886, -1.4841749043423196, 0.5034110999733341]"
580,"[500.4707834243572, -17.12213413428966, 1055.5230080679369]","[-1.6622324037839356, 0.05640087772270856, -3.4962614953561064]"
581,"[nan, nan, nan]","[nan, nan, nan]"
582,"[nan, nan, nan]","[nan, nan, nan]"
583,"[nan, nan, nan]","[nan, nan, nan]"
584,"[nan, nan, nan]","[nan, nan, nan]"
585,"[nan, nan, nan]","[nan, nan, nan]"
586,"[nan, nan, nan]","[nan, nan, nan]"
587,"[nan, nan, nan]","[nan, nan, nan]"
588,"[nan, nan, nan]","[nan, nan, nan]"
589,"[nan, nan, nan]","[nan, nan, nan]"
590,"[nan, nan, nan]","[nan, nan, nan]"
591,"[nan, nan, nan]","[nan, nan, nan]"
592,"[-10.162969605042253, -456.0960576867569, 982.4347466870686]","[0.040480954457106796, 1.5102101382970667, -3.2521421701038022]"
593,"[-332.1781580847549, -841.0498103243308, 432.7138092460937]","[1.1110260633858038, 2.7875143681473484, -1.4355875216527407]"
594,"[-279.51008871922994, -838.8724326307479, -1.110668903615708]","[0.9341684085434221, 2.782550502085788, -0.002847590769281798]"
595,"[-296.73362666817536, -1263.800311242571, -825.1838498237527]","[0.9866851421219783, 4.190715862129111, 2.719966395855162]"
596,"[-538.3147056404104, 4101.842500532056, -365.85751795400387]","[1.7840490266763918, -13.602133309589304, 1.200237508063067]"
597,"[-355.1651444877802, 2167.750067479705, -393.6749936298375]","[1.173775328049522, -7.186545809506775, 1.292596393930969]"
598,"[171.41754340751322, -330.6353602201502, -455.78824519097043]","[-0.5736683317293351, 1.0930377944784821, 1.4981058321462342]"
599,"[1681.9515840646145, -441.57421250902064, -510.1299581417808]","[-5.5987346520102, 1.4616197189887048, 1.6787635266160836]"
600,"[1184.4078428262678, -199.79671747035746, -602.8347776764685]","[-3.9408360552377335, 0.6593781309607613, 1.9847102723311558]"
601,"[603.8124299052923, 370.17552843205743, -417.5263790406891]","[-2.010140432763723, -1.2280961835974273, 1.3731303807408421]"
602,"[899.9888536953442, 845.7560071093932, -66.87150224586607]","[-2.990539431182361, -2.8023766395576977, 0.2149293428518716]"
603,"[763.6868655495118, 458.58182401039085, -424.43852548497824]","[-2.5380153203530402, -1.5196596405804956, 1.3964210476623993]"
604,"[1091.2426791877258, 209.50649370954056, 416.7505907369906]","[-3.623949730684175, -0.6942195478502502, -1.3815978790649956]"
605,"[1184.4122610476816, 665.9564974494599, 901.6360156711644]","[-3.932427877277589, -2.2058668235242087, -2.981551014216369]"
606,"[2482.486478974386, 754.2622383454063, 468.41354617516043]","[-8.232590820417272, -2.498694896437368, -1.5509232219328741]"
607,"[2466.4723318754254, 142.19413545167907, 378.78673642505305]","[-8.178693797854194, -0.4734334259199936, -1.2550769699330695]"
608,"[1758.5615284557812, 267.48266864134524, 492.34433063122685]","[-5.828720180630491, -0.888106107305695, -1.6301541131045247]"
609,"[1921.1631042317174, 901.0655695283652, 533.0289679341306]","[-6.36854299237535, -2.9861090140158897, -1.7645486383775928]"
610,"[2185.623991155979, 1169.9828872911594, 703.461255206184]","[-7.24292329713508, -3.878359092032526, -2.3273210871469066]"
611,"[3147.243973692966, 1864.7253104092674, 1071.0036022981642]","[-10.425794880601156, -6.17913066792518, -3.540097574344088]"
612,"[2503.025263643165, 2353.7826431455433, 1996.679195346447]","[-8.293141675441191, -7.797129684804673, -6.595969805038809]"
613,"[1985.4534154970665, 2236.096557017302, 1583.952112281985]","[-6.5774115535718884, -7.406027768871592, -5.230721572193173]"
614,"[1526.2054376634358, 1660.8411061960958, 1667.0653186669676]","[-5.053990894777086, -5.50310144391995, -5.507406951558007]"
615,"[887.7905197074034, 875.2556005973545, 1586.154506770977]","[-2.9378644650829755, -2.903127476229069, -5.234449272592574]"
616,"[1181.939782842757, 750.9666985276732, 1700.1872373662388]","[-3.911851858294264, -2.4889095568307744, -5.613999060818432]"
617,"[2720.494663341198, 1501.0488042376974, 1722.7370140466373]","[-9.014024372903108, -4.971287389697015, -5.6881598712635055]"
618,"[nan, nan, nan]","[nan, nan, nan]"
619,"[-1484.8424392976704, 690.3971331294267, 1176.9099359746547]","[4.9290877529131985, -2.2975351858255615, -3.8942331640634795]"
620,"[-1973.2275612564172, 1157.0217171407735, 1458.3761859320375]","[6.5540065855600735, -3.8473666905043897, -4.829257247229656]"
621,"[893.2965336374444, 504.30708139305597, 1587.1527856248088]","[-2.954846052520935, -1.6792186715659507, -5.251443669090834]"
622,"[-1038.6392604967964, 265.78589767548067, 2004.1280961473808]","[3.4583113627127604, -0.8872369232106463, -6.623955585403782]"
623,"[-1751.1622530482139, 768.0635955005297, 793.4100448956502]","[5.813289189712351, -2.5511277041303675, -2.6232511394530285]"
624,"[nan, nan, nan]","[nan, nan, nan]"
625,"[nan, nan, nan]","[nan, nan, nan]"
626,"[128.08433378878698, 891.3020812675487, 1355.393289845793]","[-0.4202152763527734, -2.955071022099236, -4.482510386451619]"
627,"[1843.2520878391203, 1121.632076908268, 1100.7616375716264]","[-6.096401425686518, -3.715272494353596, -3.6409214564702856]"
628,"[1644.6348644438526, 1159.543754501532, 1080.74291909495]","[-5.4402247590661466, -3.83901445818085, -3.5745971741020988]"
629,"[2101.9326712202646, 1193.3902090271545, 2450.0920544134824]","[-6.956255972708682, -3.949604189865054, -8.114311486066079]"
630,"[2052.2205593961526, 2857.945632689124, 2538.4012362773187]","[-6.7882705875114056, -9.469390784046574, -8.403953334378485]"
631,"[nan, nan, nan]","[nan, nan, nan]"
632,"[nan, nan, nan]","[nan, nan, nan]"
633,"[nan, nan, nan]","[nan, nan, nan]"
634,"[nan, nan, nan]","[nan, nan, nan]"
635,"[968.7373311862721, 3150.8941467744544, 2277.821310187414]","[-3.198963748845976, -10.43046766240948, -7.540354500382096]"
636,"[790.661960386288, 2705.9543718366535, 2336.664747669594]","[-2.604214640183694, -8.944083439412902, -7.7148354360031215]"
637,"[nan, nan, nan]","[nan, nan, nan]"
638,"[-357.5879811143643, 2237.88906169748, 1788.102745757549]","[1.1874354650125314, -7.380125531810128, -5.8860694395664215]"
639,"[2315.7813985731577, 1480.7080796715766, 4078.359522906111]","[-7.626562577571685, -4.884774494244567, -13.455585273976634]"
640,"[2202.9242830671315, -2468.0940619407634, 2918.410359099752]","[-7.257584057353071, 8.150808118337247, -9.617317906399704]"
641,"[1421.3221418740884, -366.62965468790406, 791.6934126694449]","[-4.680196002942735, 1.2109368446342073, -2.5849030960776522]"
642,"[4154.90838768609, 4032.858841273223, 2716.9081094372114]","[-13.676438398509152, -13.293713773494224, -8.939323562446736]"
643,"[3020.868501277953, 272.12952935862126, 1971.3662853615108]","[-9.947451379669282, -0.8961382233263192, -6.474469688249687]"
644,"[2274.6144040499166, 2040.9076374271824, 776.0755379979912]","[-7.487188458009894, -6.721743144895691, -2.5217391847586073]"
645,"[1841.563773520809, 1245.191267705767, 1180.0334822194743]","[-6.060890571566915, -4.102429278560296, -3.8539449637949987]"
646,"[2213.050164126691, 1135.5935869282291, 2800.72726861404]","[-7.288849208381538, -3.740246171280452, -9.20592589491109]"
647,"[2319.1054776067617, 733.1429174865132, 1779.6174683141564]","[-7.63927175523828, -2.4160299600438493, -5.836546160358007]"
648,"[1881.2249274795033, 16.696854420101715, 2145.6297312350603]","[-6.197440979727991, -0.05490883222909549, -7.050016259247621]"
649,"[3188.1020885949624, -1477.6427667523774, 941.3806289850106]","[-10.508468977657028, 4.871702903244781, -3.078848455176831]"
650,"[1804.1840150585265, -1682.164934041881, 1002.361560382889]","[-5.94302752133599, 5.551588194088527, -3.284104253619242]"
651,"[1353.5637741647997, -2137.9819734443063, 1403.6139727823527]","[-4.459259338720799, 7.058429031318316, -4.610747198290701]"
652,"[0.33886285000190985, -3151.3061203698235, 875.675780783876]","[0.007381314872241496, 10.410362723069825, -2.8715576889179464]"
653,"[-2696.6717994223436, -3459.911854281734, -702.1076347193539]","[8.923719282526552, 11.442014761260143, 2.3369327806867006]"
654,"[-568.3194154553685, -3717.950091010765, -1616.611448968451]","[1.8898037478546548, 12.304876198021757, 5.362103378470424]"
655,"[3851.7884471802463, -3741.283824173469, -2818.751297155792]","[-12.747984838064848, 12.383722313852944, 9.339363296131483]"
656,"[-1818.2915652299046, 378.79165028456276, -3359.8953654918737]","[6.034403366360654, -1.2522237690823312, 11.134030911618241]"
657,"[-4765.678623483851, -363.7695433735291, -4129.083434312476]","[15.806708022029229, 1.207766904931915, 13.69228197605559]"
658,"[-1101.8231729897568, -2479.6590462383706, 3720.0580560694625]","[3.663005695188924, 8.226447542620509, -12.33035461685707]"
659,"[-2057.1793337308222, -2526.4460944000016, -3031.4858387246823]","[6.835147252939967, 8.38672947333168, 10.06645350087702]"
660,"[523.1857434505112, 281.80766352916925, -844.7071654207672]","[-1.729987047916605, -0.9365709942931852, 2.805991634641133]"
661,"[-5142.368446547419, -2270.0198967443075, -2642.6095765884797]","[17.093712570009345, 7.549100274053008, 8.777155331595575]"
662,"[-515.4293396077073, -1926.1371506857247, -2672.591570429587]","[1.7190479719778906, 6.406747201746983, 8.879198976226023]"
663,"[1368.2612733864034, 739.4896540503929, -311.46534218106297]","[-4.5508525022538056, -2.4634137552685513, 1.0334586206045546]"
664,"[827.1114599589972, -14.086343326217493, -3232.643257474707]","[-2.7532896952301735, 0.04426578349282536, 10.747247396579755]"
665,"[-832.6332124076564, -2.093308631749178, -2197.1837923847675]","[2.7742760122885457, 0.003746020336813452, 7.307216462039038]"
666,"[-991.1183095093479, 608.6771942603493, -1695.6026311000542]","[3.304506521830833, -2.031249125011729, 5.639362628584121]"
667,"[-169.25086202445215, 836.0846470824705, -2797.8094187863135]","[0.5644519108374006, -2.7892378193415315, 9.308888527714993]"
668,"[-317.1003667147425, 340.0201692272636, -1468.938848093758]","[1.05750597008421, -1.1370008978643769, 4.886729553391648]"
669,"[-793.921030252712, 772.7223714504386, -1713.8802053962686]","[2.648619849176258, -2.580605132364628, 5.701526474020027]"
670,"[-222.3269744206079, 790.645551489712, -1927.614001005929]","[0.7406022886026276, -2.6402505062369848, 6.413836068962596]"
671,"[-638.2682551065153, 1102.2806804159284, -1470.2426949518206]","[2.1302058712264094, -3.680650725111479, 4.891755087825489]"
672,"[-1160.063869811133, 965.5940665670688, -1802.9451246627148]","[3.87529305134708, -3.224427198380894, 6.002353085212047]"
673,"[-1315.3658752626147, 580.9718609375798, -1370.5167447415909]","[4.396166995812496, -1.9420261568692934, 4.560783879473952]"
674,"[-1072.2356382383914, 929.5110259154332, -1888.9993328259338]","[3.5859282976721993, -3.105120713012213, 6.2858151194863305]"
675,"[-1108.5948723399133, 745.5966189683496, -1989.756360455492]","[3.7083199082406053, -2.490564180612808, 6.621665412190387]"
676,"[-802.6636098859454, 850.7892969555917, -2279.2140900948543]","[2.685831120251855, -2.83890936894629, 7.586347762787213]"
677,"[-737.6539278117166, 831.5796254219923, -2127.042400397299]","[2.468689405882839, -2.775090865078166, 7.0803996478586075]"
678,"[-738.2664748720684, 410.40385523501067, -2462.6759349573003]","[2.470802234267184, -1.3683074313954395, 8.193630271723597]"
679,"[-533.9678223669753, 287.3073187837024, -1955.4961935848096]","[1.7859383806760702, -0.9563277444287069, 6.505865732591178]"
680,"[-571.6127893170436, 312.9637578067109, -1347.7968537764846]","[1.9123046503380874, -1.040591785084093, 4.485338483982678]"
681,"[-686.6961132216718, -178.02669705259135, -1507.0548149271174]","[2.2989945723237697, 0.5980137540840497, 5.018159997377212]"
682,"[-803.4359812796943, 93.91738984125497, -1540.8989270089028]","[2.691004423464002, -0.3100210035144567, 5.12775205815075]"
683,"[-644.9261260702186, 363.69663345496906, -1696.9949820036156]","[2.1596642759160036, -1.2113970619605632, 5.64578616237092]"
684,"[-370.84216630615714, 473.4264235314462, -2578.888678281424]","[1.2419777239846976, -1.576447939611955, 8.571653387255678]"
685,"[-210.1978205255944, 537.3455777415382, -1258.7212763585178]","[0.7049876768533064, -1.7893820627488164, 4.18362331800845]"
686,"[118.52392560796063, 642.4679130327063, -75.8200897075448]","[-0.3981551337751151, -2.14466030832658, 0.2575372269779919]"
687,"[-119.11202469310888, 266.6572030374045, 45.36340861954085]","[0.40376941528620136, -0.8978168220898631, -0.15045065853041592]"
688,"[nan, nan, nan]","[nan, nan, nan]"
689,"[nan, nan, nan]","[nan, nan, nan]"
690,"[nan, nan, nan]","[nan, nan, nan]"
691,"[nan, nan, nan]","[nan, nan, nan]"
692,"[nan, nan, nan]","[nan, nan, nan]"
693,"[nan, nan, nan]","[nan, nan, nan]"
694,"[nan, nan, nan]","[nan, nan, nan]"
695,"[nan, nan, nan]","[nan, nan, nan]"
696,"[nan, nan, nan]","[nan, nan, nan]"
697,"[nan, nan, nan]","[nan, nan, nan]"
698,"[nan, nan, nan]","[nan, nan, nan]"
699,"[nan, nan, nan]","[nan, nan, nan]"
700,"[nan, nan, nan]","[nan, nan, nan]"
701,"[nan, nan, nan]","[nan, nan, nan]"
702,"[nan, nan, nan]","[nan, nan, nan]"
703,"[nan, nan, nan]","[nan, nan, nan]"
704,"[nan, nan, nan]","[nan, nan, nan]"
705,"[nan, nan, nan]","[nan, nan, nan]"
706,"[-89.528648072561, -776.4611357078176, -2219.413375966434]","[0.29470065406914314, 2.575881862917251, 7.357716469626569]"
707,"[288.2421585886272, -674.0816330554464, -1969.506442808682]","[-0.9617767088541294, 2.2384919400488292, 6.533712861989062]"
708,"[317.31078482985, -676.9810818815894, -2685.2887353704086]","[-1.0581863635428177, 2.2497285244785377, 8.908547134908718]"
709,"[399.2035134270709, -443.8519879360585, -2352.601837984126]","[-1.3313127240056613, 1.4759646511027036, 7.8052752880819005]"
710,"[726.9183410088638, -418.46672557134247, -3246.31403298983]","[-2.424817165370845, 1.3920649273434993, 10.77783826983675]"
711,"[145.22148465286477, -350.9390109287225, -2676.3225227560783]","[-0.48278332636909266, 1.1690131965933717, 8.88518736617699]"
712,"[-213.38165395685536, -473.2368298150252, -2255.428382552762]","[0.7150369590613004, 1.576687443889799, 7.487299189612078]"
713,"[-101.72785141506851, -696.7503727239019, -1656.6499332002486]","[0.34264244376914177, 2.3222551912062066, 5.499122170716943]"
714,"[132.76285175560196, -399.2140051135281, -1831.9768455381934]","[-0.4405171595124309, 1.3327385633394255, 6.0817090177493265]"
715,"[339.4924571015118, -545.663462328697, -2180.9452491558714]","[-1.1319240498668472, 1.8194484325638207, 7.24170073485821]"
716,"[518.7061954152547, -651.5815106718325, -2257.70951512288]","[-1.731888665188306, 2.173997893327633, 7.501839392141798]"
717,"[336.56094706946146, -1306.1495375846755, -1824.9692973878634]","[-1.122866006611286, 4.354674896468135, 6.059073907412389]"
718,"[851.7593237273097, -789.0223081066724, -2077.0078488815807]","[-2.843265601082961, 2.631696934967335, 6.895708108558189]"
719,"[499.1233039802663, -1120.3102810591727, -149.95610292219467]","[-1.6635838318453544, 3.734277651576899, 0.49861332766637706]"
720,"[385.26907360122294, -400.9593368509769, 212.23310405614484]","[-1.2843044315613452, 1.334650757445554, -0.7032891143068803]"
721,"[343.55591965487207, -184.72195059550538, 1603.535794383476]","[-1.1422377110468298, 0.6133213331893547, -5.314641362732763]"
722,"[710.9081967741047, -533.2983397369812, 571.1137904780409]","[-2.3665773325664, 1.7710770663155824, -1.8922919214743812]"
723,"[496.41472364468694, 405.75797766065887, 2007.9297854507076]","[-1.6495409089793525, -1.3477172138974978, -6.658328574627414]"
724,"[nan, nan, nan]","[nan, nan, nan]"
725,"[nan, nan, nan]","[nan, nan, nan]"
726,"[nan, nan, nan]","[nan, nan, nan]"
727,"[nan, nan, nan]","[nan, nan, nan]"
728,"[nan, nan, nan]","[nan, nan, nan]"
729,"[nan, nan, nan]","[nan, nan, nan]"
730,"[nan, nan, nan]","[nan, nan, nan]"
731,"[nan, nan, nan]","[nan, nan, nan]"
732,"[nan, nan, nan]","[nan, nan, nan]"
733,"[nan, nan, nan]","[nan, nan, nan]"
734,"[nan, nan, nan]","[nan, nan, nan]"
