,a,b
1368,"[2120.057921924738, -1212.957305278139, -183.81029440411407, -3004.875179549768]","[-7.009287062475287, 3.9997050983936986, 0.5927847569736004, 9.94149839092086]"
1369,"[3956.567107863453, 92.7806109412592, -840.6872534395559, -2305.148597892212]","[-13.07163069800225, -0.30912668980302865, 2.7636622512235243, 7.631112669874988]"
1370,"[2666.0487909620947, -1090.7658627219182, -1294.8796349829738, -3766.613331270641]","[-8.808656092877795, 3.6033314338004354, 4.265576662532611, 12.475166350478867]"
1371,"[2163.445123540319, -3117.9507598396626, -969.8154274411808, 49.96926914948872]","[-7.154501430945466, 10.306120475289186, 3.1895296332388137, -0.17584271190287412]"
1372,"[2421.7059408038645, -3565.324658380894, -2089.6570869117068, 2039.00903631598]","[-8.01009465376535, 11.785444047626646, 6.889567066557527, -6.774450834910211]"
1373,"[3624.2606589726847, 406.00232945158064, -2349.497123407248, 1131.5510049868315]","[-11.987337719093059, -1.3433044985483122, 7.75156387202787, -3.7708199199933614]"
1374,"[4483.397923015601, -987.73772097057, -702.4496492266624, 525.7144421405627]","[-14.827479115098898, 3.2635449369109764, 2.306187867162167, -1.764952398727407]"
1375,"[142.0023294424179, -135.84732835979523, -1157.992940127424, -1827.1306202205324]","[-0.4679666605631035, 0.4484707045537613, 3.8149319764868426, 6.040937780292599]"
1376,"[-2961.4005913972405, -1641.525626323408, -156.72421825316408, -1428.9678746889795]","[9.803695752209645, 5.43042263483065, 0.5016278968041362, 4.718914495338376]"
1377,"[-614.069913648652, -2336.549902347038, 4424.173845022769, -391.462607128052]","[2.0384492592376633, 7.73431373387635, -14.658297417752507, 1.2744163974276677]"
1378,"[-1340.4291972815406, -2100.3552939602564, 1246.9227063265255, 1022.196429404942]","[4.439726915707279, 6.950077654515335, -4.146399302959294, -3.4168312062538946]"
1379,"[-3402.783069505506, -611.2821466531145, 4205.717964031104, 669.6304699364398]","[11.275151751916937, 2.0243697966590712, -13.94770659529914, -2.248046926179353]"
1380,"[-3467.0122236658603, 798.3625678034182, 2532.3769414485255, 1684.9772513953599]","[11.491642797612446, -2.6413635132624034, -8.41039392720896, -5.61541796701698]"
1381,"[-3944.577055982264, -3320.192285058109, 699.1060648758651, 1099.7322229564525]","[13.0845394248763, 10.994514644968952, -2.3359441807946384, -3.6756784519733325]"
1382,"[-2056.754567955541, 2962.351406097606, -271.79980350281755, -144.984487025145]","[6.833305274257589, -9.805953810487317, 0.8825803457527767, 0.4580199324759435]"
1383,"[-2538.2230886003063, -3047.562681626512, -1150.0375270645538, -2588.3270615083043]","[8.434255432916416, 10.104950525468352, 3.79504208380468, 8.578961318490235]"
1384,"[664.6200331285887, -4352.902019392785, -2857.2572224781447, -387.1265470982241]","[-2.1911915408420386, 14.433948978006029, 9.462288194074617, 1.2666126651189253]"
1385,"[714.8683091548567, -3236.277641500284, -1253.0455582659456, 631.8685013615146]","[-2.3560624468027513, 10.735887071671655, 4.141622727479445, -2.1173617054530984]"
1386,"[-2310.4757873777367, 2435.710895362375, 326.3313858815934, 167.03987757613342]","[7.6868564785087905, -8.077110870310735, -1.1012684734854596, -0.5667116195106765]"
1387,"[-7325.734707373883, 304.47349030409833, 1125.6118661951866, 379.5788070378924]","[24.325667019556384, -1.01097359203273, -3.751984890009369, -1.2670492758061753]"
1388,"[-10007.297121918302, 591.6308551929857, 1111.3488544536758, -113.16755157613922]","[33.239593872245806, -1.9632343898854732, -3.7001836704667577, 0.37661968698454107]"
1389,"[-6154.757811425699, 607.3099153916663, 2387.0532044069464, 854.5110721936843]","[20.45145880100548, -2.0137090919101412, -7.932890447968964, -2.833584902637849]"
1390,"[-10369.687024006718, 846.322806116148, 3380.606542728001, -2105.5979557742157]","[34.44620026289317, -2.8071324074457222, -11.236978904270398, 7.007862488686919]"
1391,"[-9718.139071153246, -1146.2287637839602, -1158.9027620835384, 2883.951956818626]","[32.29206412750072, 3.8075678672622484, 3.8401273687741577, -9.566746496513234]"
1392,"[-1697.1072103262081, 653.0782083337896, 990.821361332969, 1372.1228298913663]","[5.642131636672929, -2.1693756433904934, -3.2989985941622284, -4.538593615214912]"
1393,"[-4585.189411420153, -641.1500406109893, -3649.8391894367132, 1894.3274889295885]","[15.238292819433964, 2.1309868589448224, 12.1233184108437, -6.277030017274491]"
1394,"[-3591.7917963913146, -1303.417465811846, -829.1342681536669, 1270.6535112360286]","[11.945627849813349, 4.332279370158089, 2.7456908077638507, -4.201113546741335]"
1395,"[-1775.3629140726846, -1062.4439425849848, -137.95102402047482, -1192.323094540332]","[5.903471804417474, 3.530536261321703, 0.45118884488453403, 3.9812001789017586]"
1396,"[-633.454056417703, -2076.183008797585, -927.9413394244419, 4977.016316587736]","[2.108388332766365, 6.896940744436496, 3.0742617621853063, -16.540377101458674]"
1397,"[-1178.4980506059303, 1656.8970627957142, 1235.0814075591873, 5197.748145935217]","[3.9200061825717785, -5.496257154017606, -4.1078627995520085, -17.288968527544935]"
1398,"[-1571.9438997428467, 2211.549403418017, -900.4735434897867, 3938.9729656584113]","[5.229692736263486, -7.342588443427307, 2.986254548214855, -13.10353947401173]"
1399,"[-732.1400358231475, 2138.7769199084673, -743.6833149807694, 1715.1206875491807]","[2.4382189143504727, -7.103223511639027, 2.4633548053432235, -5.713928797997367]"
1400,"[-867.6961108294113, 1988.5437566897497, -625.0031883429184, -985.646173117259]","[2.8901892648013168, -6.604974338270579, 2.0687326064524547, 3.2761007682741377]"
1401,"[-1195.724906306425, 2223.84377243934, 548.3901796041273, -2610.809708390848]","[3.982565384027914, -7.386197751578405, -1.8311244895585292, 8.679616004131658]"
1402,"[-1436.4650118945176, 1364.8964272087346, 1299.9701113193341, -4777.775497146318]","[4.7828782586237155, -4.531087741191997, -4.329593424799197, 15.893859062822303]"
1403,"[-875.6923512689823, 2062.2914169004825, 1466.985488521592, -5146.721735415636]","[2.918325063250649, -6.842059772460676, -4.886531007976715, 17.141022791989048]"
1404,"[-1420.1445405993313, -568.8730617132655, 2606.4174896065765, -2693.157646052523]","[4.730617947391389, 1.893675129055243, -8.680102319388974, 8.96963737419832]"
1405,"[-576.5391195390612, -1433.496519874355, 704.6999052285506, -1628.2473785943773]","[1.9238706354849275, 4.770555068038085, -2.3551535073835494, 5.412093400563264]"
1406,"[97.89462264318111, -1238.2977948073135, -5557.510181009832, -744.8779786554359]","[-0.3128581245783864, 4.119607008304092, 18.46073957877973, 2.4730066266058652]"
1407,"[-1483.7413623740003, -1157.3780937353217, -6219.935660885176, -16.499174375598106]","[4.931764992578733, 3.8475793831354195, 20.638789318841727, 0.0585930848367583]"
1408,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1409,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1410,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1411,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1412,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1413,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1414,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1415,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1416,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1417,"[4371.669878350504, 756.0626807208747, 991.8868491822636, -632.1145317351363]","[-14.459857651522759, -2.4902574879334356, -3.2935131988886766, 2.1099930114323566]"
1418,"[4513.4200692618815, 3702.5839964045117, -84.25286873205269, 795.0879582471127]","[-14.928845753732373, -12.247117177409592, 0.2794485621740857, -2.6356431655728354]"
1419,"[3228.688994856439, -487.5143804491485, -717.251292908076, -1550.2298040476676]","[-10.67743244021079, 1.6262646382126102, 2.3793804745240696, 5.172911370492823]"
1420,"[1266.697569170261, -2604.835388506975, -1898.720094306015, -267.02079714938367]","[-4.175713846443865, 8.628162522214055, 6.30419253609524, 0.9062824760925811]"
1421,"[283.8906812701864, -3952.9679773549633, -1613.1548603630238, 877.1045478055969]","[-0.9253665163339704, 13.084904104931482, 5.349604502656515, -2.901813066404769]"
1422,"[95.3209307855798, -3505.688720154622, -2240.0560221607957, -2490.255426102465]","[-0.30359370162601335, 11.604329034687284, 7.434808612212125, 8.316161479208942]"
1423,"[694.6072608835736, -1687.0167042367877, -2737.1579164350346, -3438.137605982451]","[-2.2891253739862, 5.585914126624344, 9.087858557817267, 11.477662180145167]"
1424,"[-3146.7930592203356, -3893.109023057395, -3175.3895996272086, -1798.823197207059]","[10.429901962199096, 12.89907121840773, 10.552148211983484, 6.0220202090215444]"
1425,"[-737.1013395379591, -4388.743805441706, -2406.3805031506386, -2005.458438832306]","[2.448066569831884, 14.545575732703455, 7.996925915941233, 6.716189414088335]"
1426,"[-324.0249756346036, -3039.9609011950647, -1256.3612705481034, -4354.809183833943]","[1.075794610116994, 10.073283488947313, 4.171678379093443, 14.539274225352163]"
1427,"[-762.5714613887042, -2407.108156587924, -740.4429271308226, -4192.392687194183]","[2.5293592259227577, 7.972435100436257, 2.4561453589280884, 13.995178120452843]"
1428,"[-1503.4144450727163, -2767.1460952152506, -821.6673169282744, -3718.2126383334053]","[4.98860722725935, 9.164500772108475, 2.722162970142792, 12.40863082884944]"
1429,"[-1033.0508585540945, -767.7243273707567, -147.8583972926772, -2861.3128434569344]","[3.4280552008894642, 2.5381485229770404, 0.4832046647271045, 9.549253272541328]"
1430,"[-1368.2893903406184, -4085.9285534634146, -519.5803260498427, -1905.9879080117232]","[4.540278014809911, 13.528471958241227, 1.7189325975750067, 6.356062142858714]"
1431,"[-969.5355061192352, -2532.9701511733238, -5438.341251782226, -1739.106962937389]","[3.2158659706600434, 8.383863408892852, 18.043321652071004, 5.789818509028388]"
1432,"[-579.1977388010947, 1515.1028349594924, -3582.4206750216463, -1595.7798519814664]","[1.9217182035181042, -5.026778102448267, 11.876096664778974, 5.306527190275496]"
1433,"[328.3012749308231, 708.2552470347882, 2665.8209487436334, -1636.0728739847243]","[-1.0964147958977668, -2.355306408742444, -8.839027966127574, 5.427661352077148]"
1434,"[827.8605634514187, 458.3281777229145, -3816.952775480619, -3271.2305636183755]","[-2.7609406555804026, -1.5292192681104755, 12.642851439196289, 10.838079345379718]"
1435,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1436,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1437,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1438,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1439,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1440,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1441,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1442,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1443,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1444,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1445,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1446,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1447,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1448,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1449,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1450,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1451,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1452,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1453,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1454,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1455,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1456,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1457,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1458,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1459,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1460,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1461,"[913.4168897453993, -1508.1973940239686, 3644.3283277928836, -5198.968756098639]","[-3.0583729785300036, 5.0117178309691965, -12.134869656146337, 17.32961937611947]"
1462,"[-449.04644200088694, -681.5558571328609, 1035.6014228097945, -3048.8653183411784]","[1.4998980795274255, 2.2614598731366486, -3.45022734855086, 10.157798611716906]"
1463,"[362.2594696118764, -53.35237013731333, 3196.5799896104318, -3759.6467562298903]","[-1.2107114489923183, 0.17535286951469753, -10.622151040899498, 12.525329350501966]"
1464,"[-533.9324066234831, -813.8691074113553, 5736.914090433819, -5439.389802291393]","[1.7770398672501835, 2.698937633065839, -19.049415522573916, 18.088457398737773]"
1465,"[-805.6412305459538, -1394.4743091932687, 5464.5047004725975, -5330.396694818946]","[2.6787818845618174, 4.620504667919065, -18.119514705526914, 17.712256089943317]"
1466,"[-1569.3248079101947, -1489.499639810957, 3232.0226954807517, -8328.195328524323]","[5.206307847917143, 4.930151519386913, -10.71950520961881, 27.614621209082557]"
1467,"[-2022.4833239392258, -708.4287562945742, 3002.4925329192374, -9155.506079411543]","[6.707799418738343, 2.342676287088622, -9.948070545316538, 30.320702207992216]"
1468,"[-1886.4120563237077, 475.1116772483278, 2464.518284042961, -7787.948478023079]","[6.261383066706759, -1.5742063704153826, -8.166174765909233, 25.757322552570763]"
1469,"[-1376.1935906125436, 4842.705498531598, -6828.514580862161, 363.0075530018813]","[4.569262325538224, -16.024847138112964, 22.57100895793009, -1.2136777652488182]"
1470,"[-1645.027254764183, 3395.3458490446997, -1167.6496315327424, -7418.567681327304]","[5.462837310744539, -11.227002398210656, 3.8456023144657707, 24.54429338124934]"
1471,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1472,"[-1704.5075945824783, 1576.360920180948, -241.58888292748287, -2006.694405842626]","[5.651158464662146, -5.201340339650264, 0.7904142481293156, 6.675789050940595]"
1473,"[-1711.844083971149, 1158.6476052279697, 1400.2817613969535, -1012.7478462968735]","[5.672527717012529, -3.8184309823479, -4.648981508390714, 3.3554368624817394]"
1474,"[-1729.5673978188227, 1858.8245034785987, 698.6468316619378, -1557.6887481978038]","[5.733343794120042, -6.135732339584851, -2.32159988784478, 5.157883893174442]"
1475,"[-1042.919991063184, 1512.3817205488465, 398.5761260167598, -2372.266277974962]","[3.462949621222384, -4.9907809735197155, -1.3276213463444744, 7.855024878719875]"
1476,"[-1162.4916106920798, 659.9951667245859, 1282.6538234383852, -3795.6164604985916]","[3.8564635030955112, -2.1747827419826997, -4.257300055456686, 12.56461895042012]"
1477,"[-271.01890629792535, 309.02592365825467, 1141.483322573283, -597.8991980507722]","[0.9008462053644947, -1.0132618994690228, -3.786341506148726, 1.9690417449110194]"
1478,"[-154.55162072669904, 969.4517053593709, -39.463149722456386, 596.6048381944945]","[0.513572798741528, -3.199499454403158, 0.12577176403988982, -1.9847523713932074]"
1479,"[71.64721186681538, 312.2524938955462, -2854.5527584661922, 598.6010600626441]","[-0.23688097385426002, -1.0247984064348266, 9.434426519649785, -1.990684409647127]"
1480,"[469.2157216667166, 768.728596416373, 1254.2141515284281, 325.1378022035373]","[-1.5509968386047772, -2.5341489020341004, -4.148759518737405, -1.0858439328669274]"
1481,"[-60.326681334654175, 299.48927831588884, 536.0519228133412, 850.5811435029981]","[0.19966133602065572, -0.9831888135730428, -1.7703037143949019, -2.8209939190987394]"
1482,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1483,"[-409.75024711104385, -344.85873144474186, -937.7994205320472, 269.48956255775244]","[1.3552285993783706, 1.1428810945987535, 3.1178824403450394, -0.9082861527109303]"
1484,"[-607.5035204111201, -1818.5042069373187, -2105.2196752936625, 314.59780433788796]","[2.005637537490437, 6.018431535531288, 6.981935773866783, -1.0554940804579334]"
1485,"[-627.9961869339949, -629.4813548963408, -1247.9902839386202, 645.8845642512277]","[2.071266716968837, 2.0793378200681967, 4.137850671960911, -2.1531323040573596]"
1486,"[-547.7880305083868, -428.74065723822116, -1177.0912250030726, 1449.2910226842755]","[1.8070468321343967, 1.4147761152242384, 3.8972793852704064, -4.814199239004117]"
1487,"[-157.61375952429447, -955.078502537261, 3049.6626650388625, 701.8657818861802]","[0.5162455134204195, 3.1557696087616853, -10.0647416510933, -2.3287762010335067]"
1488,"[-1218.0799326970753, 18.46936804960321, -2846.3368251226057, -773.0980686589575]","[4.028796981370737, -0.06258213195088606, 9.425355395657139, 2.556399946851992]"
1489,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1490,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1491,"[2474.667319278111, -711.7804294316114, -172.81358538528278, 100.51253103061052]","[-8.186773912153214, 2.3544988281090227, 0.5744011215634229, -0.33713738486543754]"
1492,"[2345.4982686575854, -538.8953125643851, -112.1587189274538, 1108.396383646442]","[-7.76304787872893, 1.782444886661644, 0.3724155375968764, -3.6765259480433725]"
1493,"[2274.371032480903, -1150.3940326652603, 161.4912395163735, 2032.7919007129447]","[-7.525950438143846, 3.8074514667038666, -0.5351813506204558, -6.739323968668981]"
1494,"[1460.8541424803047, -1142.1782805535702, -1706.9629493109496, 1066.1728732238018]","[-4.836233413876967, 3.7789259232645183, 5.641381294870923, -3.5346732213088914]"
1495,"[296.2392236896287, -1451.9242361628683, -1410.7423795178752, 1471.7939260301491]","[-0.9867010857806482, 4.803097345780888, 4.657130583360643, -4.878316786279468]"
1496,"[95.81296733840257, -1390.491280771234, 20.21065676736813, 1218.804867316077]","[-0.32601023338913787, 4.597177443013552, -0.07075079054310636, -4.036994700898091]"
1497,"[-76.61360366921791, -1452.2747249148817, -90.34154007941476, 1876.5228551303435]","[0.24418757024142854, 4.800138673917568, 0.2967560149451939, -6.210319886611633]"
1498,"[-264.33719270136925, -1382.6651365269272, -1037.8472527033487, 198.9543664194844]","[0.8644412701022419, 4.567532935911724, 3.4273999744074484, -0.6565064915439636]"
1499,"[-1090.180722114234, -2430.857705875275, 2399.758300204154, 1334.8141518094708]","[3.5915398842969934, 8.030117542390022, -7.923113370837112, -4.414151067953591]"
1500,"[-1394.910069353931, -2255.60128023506, 326.0617794381238, 618.0579323338053]","[4.59921393837159, 7.4429746390894005, -1.0780353357073365, -2.042990640539519]"
1501,"[-1229.4318515578677, -2684.8463591817576, 1149.6185969888825, 877.965183343338]","[4.052776474550039, 8.860953783524003, -3.8001255370028284, -2.9009369481286704]"
1502,"[1511.9664625435046, -2782.001537597123, -1082.7211730601657, 623.6636497516644]","[-4.994968422475778, 9.18152607796935, 3.5748739701507666, -2.0616024743425325]"
1503,"[3483.2529971415474, -1764.0000895857374, -114.29036547358305, 690.8342306522597]","[-11.489029879594085, 5.819023586385932, 0.3772646283870581, -2.283893268975502]"
1504,"[-247.72569229060778, 230.25782197601814, 2705.2163976427673, 2472.559736976945]","[0.8160696289319236, -0.7649380376341459, -8.932914665154957, -8.183622078974615]"
1505,"[-232.07770259780833, 1816.4710744272306, 2449.4360713969336, 1425.2523947824573]","[0.7643778404024676, -6.000089369961039, -8.090340439161842, -4.714511689967051]"
1506,"[822.6783820905964, 2839.3083852399363, 3610.33672342047, 1390.2212356200039]","[-2.7158865022525713, -9.376023424473798, -11.932844152269528, -4.601917179249972]"
1507,"[1416.5174295131449, 3878.3569392798613, 2774.7628930425562, -230.14400589424852]","[-4.678471779180715, -12.804955446819426, -9.177155655740458, 0.7641824609817114]"
1508,"[2121.4369942207354, 2572.3161245592787, 2105.009770003527, -300.01961712545364]","[-7.01045910048326, -8.496735842904561, -6.968912960957113, 0.9940679295045737]"
1509,"[1408.7704909730674, 1173.5692549327644, 271.90484940826644, -1159.33016330033]","[-4.657639365858102, -3.879136950158956, -0.9095119955320113, 3.837976188324356]"
1510,"[-1161.2346845005193, -1494.9392540404724, 298.22663126489107, -1821.7042948156297]","[3.8341558278257497, 4.941469904995626, -0.995750149238436, 6.0347935671618265]"
1511,"[-1383.1556792046333, -442.1041406750906, 265.90385697929577, -950.4395846888349]","[4.568979347935996, 1.4607717159639815, -0.8903328395110003, 3.147144322255558]"
1512,"[-5.6557230852254206, 523.5480532335835, 383.557075664783, -863.6686925298833]","[0.012783326216438282, -1.732088077626797, -1.2811819745660182, 2.857710945857364]"
1513,"[3725.9669037242024, -1327.989930375809, 382.07022681731286, -355.6695769976178]","[-12.336994468585848, 4.399229796349377, -1.2775125740002236, 1.175578160171005]"
1514,"[1145.166906148238, -1890.1144397540056, 285.2398823488258, 390.13392594140026]","[-3.794319559358337, 6.262723837852261, -0.9597182298312256, -1.2996631975865547]"
1515,"[-73.14809156262716, -654.9321543428365, -752.5985101740324, -866.2088282628264]","[0.24022455917555718, 2.1733378951311066, 2.479868409042951, 2.872967695800825]"
1516,"[449.89621730499573, -622.8239061208516, -840.4428547056445, 1152.3385905680723]","[-1.4914668876395953, 2.065512240398237, 2.774188846938152, -3.8364342190117355]"
1517,"[3536.51907668493, -445.2844880964682, -511.41197180416646, 2800.8779177376528]","[-11.714868681482438, 1.4798127090919346, 1.6846494309879456, -9.320533886994674]"
1518,"[457.5926676306764, -1461.3450664066088, 149.1715022896003, 2764.2284956780077]","[-1.515189744862358, 4.850562065081945, -0.505055902203426, -9.198869913801232]"
1519,"[1538.9528886020014, 353.32975873068244, 967.6621070137535, 2567.856088534258]","[-5.102964250561935, -1.1687005402905783, -3.219234115554506, -8.554995078250883]"
1520,"[-1403.9633709548596, -627.8575030375227, -1.6617187161478124, 3841.9811062843596]","[4.667862649361285, 2.083760905625443, -0.0041804863773737015, -12.8000493697034]"
1521,"[-12.372303207274236, -1667.6961534432533, 1213.9292403446118, 1528.9150075816733]","[0.050053583680071366, 5.532436290820269, -4.042383812493416, -5.105153187197176]"
1522,"[-5762.418457935882, -5431.224708957644, -446.2455450264353, 2936.2817073382002]","[19.12684417451136, 18.017015328378708, 1.4701095323681304, -9.789818434252933]"
1523,"[-3936.7075924132732, -2625.6927994060948, -1975.961396528687, 1916.4697371898128]","[13.067321152795817, 8.709847999426717, 6.549111989427423, -6.395796471914033]"
1524,"[-1826.7431462979612, -572.9180257239088, 716.1285124313542, 489.696873000934]","[6.068129679299547, 1.9034754923862671, -2.392436369397917, -1.6512167782611908]"
1525,"[-4052.7099976758896, -126.19572662936005, -369.3124613228206, 2312.376872530314]","[13.45612331942392, 0.42096907204778433, 1.2138198804219111, -7.715191394948305]"
1526,"[-3388.620809440157, -4243.513045472128, -542.7603697604981, 770.1319111733629]","[11.253977992414738, 14.070187060960725, 1.7868405740156776, -2.586098931889959]"
1527,"[-4599.678531303783, -2623.685101638983, 537.9423956551738, -857.4246262596697]","[15.273192158143985, 8.697605132154946, -1.8046195290903941, 2.8475630022645806]"
1528,"[1232.3915208598983, 1863.1816048299734, 494.68930167987037, -7.8549394857465025]","[-4.07226805447145, -6.177532084797275, -1.661716742762778, 0.015151058458557956]"
1529,"[-3165.5052873330587, 1282.2473512399831, -180.03407542074797, -89.83215803726226]","[10.519851385765277, -4.252617890563548, 0.5885698751980332, 0.29176877276187274]"
1530,"[-2454.8209703589064, 1094.2882317473843, 960.911731703738, -117.34265996299042]","[8.151921357631718, -3.6289450828766006, -3.2058181738373266, 0.3872750412323072]"
1531,"[-5234.168466815807, -742.9809834147625, 762.9919883715098, -275.893111242536]","[17.36794972575025, 2.4636156966297653, -2.546900504926581, 0.9205284870577464]"
1532,"[-5801.120171813723, -839.1058464973934, 1086.0946641028222, 924.2020002434958]","[19.255750730011812, 2.78489697789712, -3.6162566480440197, -3.075913532530048]"
1533,"[-4901.263473963548, 528.4105564756698, 2038.3790329249282, 1350.107082654568]","[16.281091389539753, -1.750159248643305, -6.7780137356857715, -4.485113158912735]"
1534,"[-4923.38090750953, 146.45692461188085, 3400.08981289683, -527.9496288719984]","[16.35437422761248, -0.48280887541888656, -11.303096045271566, 1.7700733555130672]"
1535,"[-3534.502618676441, -556.5654458812513, 3596.9890776295, -125.08795069457013]","[11.742766235475877, 1.8472768525256642, -11.949304656855494, 0.4311874853324489]"
1536,"[-2618.1840562092825, -1332.6919137686684, 1723.9377154792644, 224.46184528383517]","[8.699388821599868, 4.423837085496629, -5.724998632936096, -0.7290672916574354]"
1537,"[-1090.2844500987787, -235.72963570549447, 1529.3725748755705, 3059.401392077125]","[3.620975665679445, 0.7834656978050656, -5.081077145530279, -10.147933677137852]"
1538,"[-258.57859249286014, -43.19204884778107, 1721.9845488596882, 1713.4011955711615]","[0.8574651153999293, 0.14350038291698228, -5.721330422884709, -5.679098990142239]"
1539,"[-364.5570013215803, -86.10585295403358, 912.5637668098021, 2553.842282990738]","[1.2091751689709362, 0.2868533839201265, -3.0321257211207016, -8.474357212590744]"
1540,"[575.8394012233641, 897.7640521694834, 888.2079102695782, 1928.019920338916]","[-1.909884448554833, -2.972904380603625, -2.9512967837944055, -6.40178115404269]"
1541,"[-561.5812002059947, 948.5080867062666, 246.64520424772476, -1935.0473540237713]","[1.8659282938598953, -3.1390614142722937, -0.8200069616715946, 6.447337258073123]"
1542,"[-784.0386689247022, 734.4275675820954, 282.1707452331683, -744.1158809658576]","[2.607437761405671, -2.4313945558759738, -0.9393062246950683, 2.479094993105082]"
1543,"[-692.6882087178394, 505.0501832591141, -107.22603437883697, 2037.918354859104]","[2.3031136665320004, -1.6751823529539813, 0.35006412111785035, -6.7887033593618655]"
1544,"[-502.32051826378853, 579.7016812671983, 1011.8117681232138, 963.4437096933815]","[1.6734206896237214, -1.921288776944352, -3.371973013127752, -3.2091861301513513]"
1545,"[-561.8817896787502, 1860.523496951208, 688.054559788421, -722.7030853838071]","[1.8742851801523726, -6.163250348108287, -2.2898319188219394, 2.4027520860782814]"
1546,"[637.6127820912477, 576.5302209202705, 1276.6248373052308, -2831.0389738872823]","[-2.1036632336899963, -1.902587252382414, -4.245281273696535, 9.416787600455644]"
1547,"[181.31610405992936, -1166.9792363521178, 2360.4509371169042, -6182.144265002928]","[-0.59087083074504, 3.874676714302557, -7.843167337358759, 20.56796702258501]"
1548,"[-282.47559546204457, -292.5081865806341, 2348.145869037903, -2698.438598160209]","[0.9441082068413532, 0.974383450526445, -7.817296686327939, 8.999746785371244]"
1549,"[-1485.8617635093183, 76.1281400927704, 1226.5524322057797, 350.4825613353258]","[4.934517426815212, -0.2495205151304391, -4.093447541294676, -1.1618523283857491]"
1550,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1551,"[-534.3524764433264, 2429.9428670943826, -1247.3647229594017, -1155.6150638605147]","[1.7836890906607732, -8.046407887336496, 4.132067570050158, 3.849959703702005]"
1552,"[-657.0096299474266, 2964.3965489049865, -2141.345538766063, -4630.4630795992]","[2.1911464756389907, -9.80962398186383, 7.093467469886664, 15.3956154441055]"
1553,"[-2852.7705281133035, 2862.8818034357423, -139.2074778279715, -2908.2354551583785]","[9.454452515024325, -9.468180154749732, 0.4573126926601074, 9.671497283905406]"
1554,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1555,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1556,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1557,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1558,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1559,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1560,"[3372.4914403745, 265.30682696961145, 1470.630329782271, -1413.2760383684736]","[-11.129848702435888, -0.858065379960102, -4.875433737032908, 4.6965515893991965]"
1561,"[6773.248997018096, -2184.3409919100704, 1028.7890073597846, -1449.7998253191179]","[-22.373341108958453, 7.244626363420945, -3.410977447272942, 4.821563364563803]"
1562,"[4822.5931559544615, -510.5546594103008, 215.86700017476446, -3088.0095122753887]","[-15.923188676752043, 1.7075876130753196, -0.7152632315959401, 10.276854896607125]"
1563,"[3308.5367670612827, -1449.7091229082653, -200.0601762895891, -2041.3955833787163]","[-10.927161196654303, 4.812805404227236, 0.6658908862595404, 6.798942809875196]"
