,a,b
343,"[2812.047454588749, -245.99873179189112, 122.0587560916395, -773.1679865031318]","[-9.397258712633514, 0.8278137430304091, -0.4020975647704473, 2.549287409257882]"
344,"[5005.5534761403005, -1083.362808760697, 239.02689437699541, -1138.944301607823]","[-16.72541812615015, 3.6212233114639782, -0.7898161610580139, 3.761315559147797]"
345,"[3008.8465748561907, -1769.0725556747686, 900.8250442082357, -847.2270529428476]","[-10.070886435016515, 5.912103589829457, -2.991772121260571, 2.7980044957369863]"
346,"[3370.1271081827, -2218.4345788381397, -509.11351233048845, -1338.8934599217962]","[-11.289337080304964, 7.424653789205352, 1.6965753140740376, 4.429453985344369]"
347,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
348,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
349,"[2010.7022051354995, -1233.693675633467, -490.1181892033569, 436.95784831169544]","[-6.686009178161224, 4.098610047666891, 1.6297045651692212, -1.4330865298983562]"
350,"[449.97345079170276, -2562.9716683107927, -3647.1600236129934, 326.6138449206998]","[-1.4835284872603152, 8.498506630671711, 12.084621410938537, -1.0628187759413643]"
351,"[-2750.441705005817, -1773.9957280897731, -1185.6934514721452, 716.4900324499638]","[9.131065271781395, 5.878847390540874, 3.934214792390155, -2.3453458521898223]"
352,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
353,"[-1239.8809933751377, -1287.7908444266081, 281.4434107103996, 490.775001200859]","[4.114035585944156, 4.266812027237229, -0.9182509512953072, -1.6006244230973907]"
354,"[-1412.6235023242084, -1715.5136824047242, 915.2064759934742, 152.64569306629923]","[4.682552913212817, 5.677873683283713, -3.012343344277305, -0.4834680695465902]"
355,"[-1218.3965518553568, -2034.3781396997426, -1242.4857779416418, -1563.0235156651515]","[4.035568979740781, 6.733232823372605, 4.115122574133991, 5.174361483635517]"
356,"[-723.333639221587, -1735.3717562176869, -1128.367385258568, -965.0097103566538]","[2.3961945348651805, 5.742287089940316, 3.733523813790125, 3.20024001330995]"
357,"[-797.4621677511778, -1715.065024627958, -3559.890477063794, -3462.9479954574635]","[2.642956754425573, 5.668564313068644, 11.757517838073658, 11.433170427950357]"
358,"[-1196.203996672213, -1925.0295540113923, -4572.602236076407, -2474.8875413375777]","[3.9589244574059657, 6.358912863633053, 15.089933025159448, 8.177882478826284]"
359,"[74.01970753257062, -1947.297183563269, 2022.5270918096858, -202.72919617690494]","[-0.24709433152560273, 6.433303977503439, -6.6740762386787145, 0.6823202078091982]"
360,"[-223.78728474450912, -1163.178965461003, 1240.4351975564882, 1256.5986134437999]","[0.7379660703292394, 3.842213086898631, -4.092584128157412, -4.1327398041058245]"
361,"[-1512.0554505370228, -1409.4677517404323, 1807.4587356244895, -1045.9715918576642]","[5.0020313805797665, 4.6560669532712335, -5.9653201440228125, 3.455094807631926]"
362,"[-998.8247343961169, -2743.140349627714, 1136.1881582044603, -617.2438389897867]","[3.3001578352349257, 9.064471250725719, -3.750311857894417, 2.0382135630653626]"
363,"[180.11055980957045, -3962.1834078104584, 4973.259626424743, 505.166732255372]","[-0.6027657556470046, 13.086609894030211, -16.42199372025314, -1.6695981231953159]"
364,"[-152.34542004271793, -3958.2675958166237, 4125.833285209651, 2004.731977603798]","[0.496231672751697, 13.076689139839207, -13.61942820946597, -6.615985295220735]"
365,"[-2118.2892241234163, -2485.5819153058505, -2467.440251450557, 1189.922040264643]","[7.000386030932055, 8.214116999475731, 8.139559389081349, -3.929927729066837]"
366,"[-2127.2925972655034, -2012.6207603945056, 1255.3540648107773, 403.624969826002]","[7.03448286507918, 6.655841040074121, -4.15110459887076, -1.3350164799507949]"
367,"[246.78600780944362, -1446.564525959514, 939.7782248510408, -631.6960829596453]","[-0.822076713456448, 4.786161244862596, -3.1092914019109057, 2.077195867945169]"
368,"[434.38318773227326, 484.3190322604768, 1015.452823920463, -1150.150837293595]","[-1.4423669399512498, -1.6059982452958135, -3.360070149997649, 3.789532237063312]"
369,"[804.4640187614979, 333.17257460741513, 77.20839019439742, -420.6293829808934]","[-2.6693714898475553, -1.105810605093943, -0.25822570267471545, 1.3789168209874312]"
370,"[1857.284291233184, 73.00267481753599, 1649.455799206524, 1332.2324432391263]","[-6.161942357561511, -0.24323668672647394, -5.461102428895003, -4.416551385594472]"
371,"[4206.8357055733295, 164.28014933467202, 3145.2068804264923, -1843.8036406243757]","[-13.96489241542464, -0.5442310780914423, -10.409220027129917, 6.082441725401944]"
372,"[-1686.7971764996832, 3852.230034526396, 2690.886868024348, -7590.74884636186]","[5.603809603955874, -12.781493598375759, -8.916130305638235, 25.11166741681394]"
373,"[605.0949960475671, 4821.233042596382, 2660.5685598196446, -33.5025892307772]","[-2.007606893458708, -16.0078845551352, -8.819597833719566, 0.09585757017220903]"
374,"[540.7272361923801, 6958.63040053119, 4370.951478506369, -5448.912756621359]","[-1.7935680559134541, -23.118907160724348, -14.49570554362689, 18.041707400962434]"
375,"[2255.7324822008623, 6522.548835313922, 3002.0092199449846, -1275.1923723427828]","[-7.500622131584301, -21.679570078968254, -9.960887104994084, 4.211288925738693]"
376,"[-7530.761773210786, 8118.0740388194745, 2806.179023090142, 1065.8666457915585]","[25.081551477430512, -26.999544247232997, -9.319686295744019, -3.5519511092260925]"
377,"[-1014.3431884847006, 5767.039235488805, 5843.1550628085315, -6381.8816804725375]","[3.385487164401815, -19.20251240851633, -19.41713492507151, 21.177476934791443]"
378,"[2982.127171662995, 2770.3061417513713, 5637.239174263097, -16268.093535255925]","[-9.947161863881067, -9.232587553410005, -18.75614137717683, 54.06294131839881]"
379,"[-15388.037342728447, 6766.7683674748105, 2246.7926747688048, -7306.644421679314]","[51.399421073831896, -22.568017831537833, -7.484278320785893, 24.287567155315447]"
380,"[-972.4079041038996, 5837.345180742325, 4227.487911862099, -20198.761319874026]","[3.2491497403548055, -19.47499402826044, -14.08278196689023, 67.25637836227176]"
381,"[-310.05622187819074, 901.7474478607373, 3091.7604345035506, -4788.148003692209]","[1.0354203280161034, -3.0031649341450484, -10.314507569504846, 15.939624541614037]"
382,"[-9128.899771864948, -6039.801741747741, 2663.5669168009895, 4893.863521518598]","[30.527534026252265, 20.19821011579445, -8.897228124805826, -16.344934017052466]"
383,"[-1865.3869519574241, 5391.603663906987, 3163.7575631603036, 13990.35984680805]","[6.240792080145761, -18.02921160540535, -10.57607241390056, -46.73454260450983]"
384,"[-5421.82238416634, 6821.124009369792, 3761.355310551289, 9685.4041566285]","[18.161709626292502, -22.829745229894282, -12.58138905700535, -32.38158480710731]"
385,"[-3271.9692971886475, 8044.700720612595, -1554.311091319089, 5855.340655713786]","[10.96267790251995, -26.941317223017727, 5.1913572421441545, -19.58958450237853]"
386,"[-2624.576342798822, 4366.46854949916, 3049.117632118839, -520.599657640611]","[8.802551840887256, -14.630787788859124, -10.230545143655092, 1.7540168144990065]"
387,"[7659.69876683202, -3040.703054815203, 11484.867919293603, 3888.528869135188]","[-25.691219757128515, 10.223294415184135, -38.541265569595446, -13.028807901041203]"
388,"[4784.269681670349, -9835.340072339877, 3751.0102836228625, -6011.424677449291]","[-16.070252778265647, 33.071942914305716, -12.61417535074628, 20.1962323343129]"
389,"[6693.0135409891445, -5859.752592200405, -1160.1559132117354, -5407.171790763791]","[-22.51291796404003, 19.73732948350507, 3.8813309402058964, 18.18626519754908]"
390,"[4856.034957182831, -2478.3787899044974, -9149.037155424936, -7334.370608449834]","[-16.352612401422174, 8.36012120477932, 30.784990424765983, 24.681213008753453]"
391,"[6430.772296917418, -2954.9155674994104, 2963.254026516923, -7640.437094913591]","[-21.680268656283772, 9.979779198214146, -10.01656217335804, 25.731037046584508]"
392,"[5310.49699566965, -7878.2802180530425, 2884.947976682497, -1708.5224992016615]","[-17.923481406806406, 26.633125511120475, -9.757412687267864, 5.764905241407235]"
393,"[4624.856021765675, -2048.347452573708, 3827.7611398527233, -377.5481566430516]","[-15.628161453649389, 6.932479044788896, -12.945311714758855, 1.282394912605915]"
394,"[4085.960415185774, 938.3242054309374, 2037.8597805094912, -2948.8902577625145]","[-13.836937361651017, -3.178547565909254, -6.904701136265736, 9.95642560088048]"
395,"[-3784.996140861652, -4276.281786046866, 807.8144449392885, -3110.2445326079624]","[12.845146317772551, 14.475217838156928, -2.7455565894314526, 10.499597662425204]"
396,"[-91.64474569543414, -5493.310956464482, -216.18409073853817, -3114.7376505055117]","[0.32418992030983435, 18.62857349399469, 0.7210747905675327, 10.531294436069063]"
397,"[-1429.1522369085817, -3511.1246251545413, -2066.2258437584364, -2337.1997767197017]","[4.8693571696362845, 11.940325310396181, 6.9910777182845285, 7.894242328150925]"
398,"[-1029.6884210995013, -1099.822530561052, -3812.7881485074195, -2268.4368808137147]","[3.523322789740458, 3.749203781671288, 12.926269301717705, 7.664884130790882]"
399,"[-1284.10947600723, -1216.6728460603758, -3539.205748432651, -1556.933652541285]","[4.397296914294496, 4.1555330711635206, 12.021610138175868, 5.265294767475545]"
400,"[-895.8501428081537, -2155.8570542517164, -3051.619333436644, -1258.1428758531024]","[3.074530729319294, 7.382759856797268, 10.403240529008405, 4.269974225981703]"
401,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
402,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
403,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
404,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
405,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
406,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
407,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
408,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
409,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
410,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
411,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
412,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
413,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
414,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
415,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
416,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
417,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
418,"[6016.351378036813, 348.8308965989904, 4930.390423072232, 8293.627154157453]","[-20.10882104567236, -1.1321796945619114, -16.42203887558273, -27.598777838559535]"
419,"[11336.76897075134, 367.1657992623605, 2885.816384924677, 2443.9940294529124]","[-37.85621005098941, -1.1943629177068853, -9.617434354204802, -8.121501435677402]"
420,"[18557.727326894652, 5903.382798823645, 3102.58225625027, -18932.08287729191]","[-61.989251069478776, -19.68511755667299, -10.354768611923669, 63.188994311853165]"
421,"[12222.23511771704, 5374.802436171641, 3627.1589221462364, 21657.29730243732]","[-40.846884448898614, -17.93263132520981, -12.126941379992056, -72.29843644479512]"
422,"[11444.13198766756, 3064.807927874883, 5123.160506270941, 8446.19210295625]","[-38.3049060286606, -10.234296796059642, -17.144959214719027, -28.21551160718846]"
423,"[6556.572743381056, -3495.5532973587206, 5460.415963622891, 5859.013870985383]","[-21.959244803462642, 11.741968053955116, -18.29777238638336, -19.602166481509343]"
424,"[5246.453573765012, 2057.9420120254363, 7751.934827202643, 4736.829548553905]","[-17.583970822633308, -6.876699674198702, -26.007516007517772, -15.87681421188262]"
425,"[7988.971540823764, 3128.3332288857505, 4598.666414462698, 6159.692066637069]","[-26.810673237336445, -10.482126568301586, -15.456596494682225, -20.68357768085563]"
426,"[11991.3829173464, 2408.921605692775, 4868.348881063814, 5717.437678259193]","[-40.28607380828233, -8.072619964506183, -16.38275539118814, -19.218198661102644]"
427,"[16885.897434698032, 1724.7174847326162, 2900.8810111911394, 4457.255867979535]","[-56.818884037926885, -5.7830924480019466, -9.773593327769804, -15.001250958555516]"
428,"[2301.8021117605385, 1277.7443050665825, 4727.355543635344, 5033.883378947701]","[-7.746593996168927, -4.281687278375547, -15.941462143012336, -16.93942184071506]"
429,"[7360.701721981538, 2792.955897940355, -819.5782015300983, 3845.4672768102478]","[-24.81385610143362, -9.403205984826313, 2.7707112293865794, -12.96126716293445]"
430,"[2979.648348308194, 3639.341910593211, 678.9243053002772, 3462.4775053407407]","[-10.056045063552673, -12.281899217769865, -2.294654734590709, -11.673808138837563]"
431,"[-7912.684282621805, -490.4054690628554, 2743.3415903821547, 3491.0470330684616]","[26.78187167048073, 1.6766118261877094, -9.291726919001464, -11.773272108727562]"
432,"[263.2208058643764, -2176.543622586883, -1046.1474096982422, 2375.0997122105377]","[-0.8791124244578363, 7.36946522766999, 3.517823809349381, -7.983227084363893]"
433,"[-124.8351509899262, -1381.296274435659, 894.7355732221558, 3308.5663338932327]","[0.43293894189273, 4.677873484731578, -3.034497868842195, -11.109180717088135]"
434,"[162.58066403340072, -1005.402075299894, 700.8829657426132, 4798.923143900991]","[-0.540514616647393, 3.3931586555946196, -2.379733930625491, -16.103202056054613]"
435,"[2269.956982974251, -943.7307329497465, 1620.3972099014388, 2838.9597241890374]","[-7.664661364205074, 3.1765320062934572, -5.4614835313414325, -9.483644722127385]"
436,"[1579.624078423841, 256.4166635639909, 673.7752859654763, -6912.093954953773]","[-5.322900316678159, -0.8714235340146399, -2.2723814517602663, 23.009372305168764]"
437,"[680.1935100316251, 629.3759072512385, -681.8581738354425, -3144.9982957283046]","[-2.291477795485607, -2.121529463086783, 2.2613400361299, 10.491541987566984]"
438,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
439,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
440,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
441,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
442,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
443,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
444,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
445,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
446,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
447,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
448,"[-216.41958466395988, -598.9923169606373, 467.1433325761874, 1143.0287141407746]","[0.7193394439981259, 1.9988869540627456, -1.5614085323618723, -3.779403841489276]"
449,"[2721.0869909713365, -1052.9683788955992, 1157.030856337508, 1419.1526435008125]","[-9.108231467116005, 3.512999146235857, -3.8437590049623447, -4.6774858089397595]"
450,"[3566.8614001708593, -948.166726354622, 1717.9060232301927, 3296.825064868603]","[-11.948597291204141, 3.1600091384317026, -5.70080511380417, -10.872162703385671]"
451,"[4574.367524418893, -196.39466097548046, 3176.6237373869094, 2956.665940263691]","[-15.32178575019531, 0.6531833568493389, -10.541231819494518, -9.752869753704509]"
452,"[3774.173199904123, 196.83842308389757, 3826.216943621542, 8526.568854289995]","[-12.636635511997623, -0.6585727590856464, -12.690552073370224, -28.169031298992877]"
453,"[4390.3309764941805, 258.82528999060554, 6288.736293402987, -98.57543662658576]","[-14.688552963459646, -0.8668235850762761, -20.864262233989958, 0.3308468421964051]"
454,"[2895.662375375981, -1183.3818991076453, 6865.223600574751, -5212.559376220356]","[-9.675989565313099, 3.931656057733142, -22.7710404047135, 17.250307772391626]"
455,"[-2751.7695874283913, 275.55164875871253, 6252.242379530013, -3681.34962687036]","[9.178171262605819, -0.9233284404707093, -20.745023897708013, 12.186160833197725]"
456,"[4570.844494550205, -1642.1829036640418, 7456.979344512424, -1173.293287331435]","[-15.23755100061117, 5.459990293748184, -24.739188292329384, 3.877998816871901]"
457,"[-193.01260208021927, 253.71462432251946, 6977.218188198621, -1865.9429803117357]","[0.6423295760883931, -0.8468209209326246, -23.143140175660225, 6.172727571583973]"
458,"[4011.2296339267255, -256.55020914318465, -4512.246958205034, 543.9920839690467]","[-13.375157409447581, 0.8552961849079067, 14.949525452151018, -1.8111584025308722]"
459,"[3069.7985041377733, 386.6528519571199, -987.4974553168915, -890.212055582989]","[-10.24546122125531, -1.28519977837173, 3.262223456406533, 2.937623589889866]"
460,"[-1620.0070788044097, 2027.1484511929903, 2246.3507816554743, -2437.915857692332]","[5.38883835679482, -6.73298742520054, -7.45823242587912, 8.061271338169806]"
461,"[-826.1364109384436, 719.1919213250571, 1589.7747608115278, -2699.311076323818]","[2.74804947049862, -2.3938441252818397, -5.279501038568905, 8.918194911164909]"
462,"[-179.6780012326996, 364.442295879378, 923.2837456190309, -133.6591475382435]","[0.5926382881587972, -1.2105466665329705, -3.0723551621341674, 0.43815597022630415]"
463,"[-24.235106073351975, 1788.8118612338733, -3622.4851476333656, -2527.4772455966818]","[0.07635269474185104, -5.9300663391341315, 11.970732001545223, 8.361052681350369]"
464,"[1901.2762464112454, 556.149830790136, -1572.6595996508383, -4869.548248701574]","[-6.320477173315344, -1.8473550586253435, 5.1898694666068215, 16.125811855293183]"
465,"[206.73656844593074, 2137.14272328534, -1935.1966992525909, -4150.612862657827]","[-0.6879471984347044, -7.0838690904316595, 6.398354939408861, 13.756469164338993]"
466,"[-141.48273006094217, -1346.2974361971794, -1967.5079728751537, -3386.3052417182603]","[0.46865972091407165, 4.4653326858548565, 6.519728498090917, 11.227590302215498]"
467,"[5468.746927413393, 1781.6581340876492, 89.23423561723786, -1617.6366171167049]","[-18.138397721740724, -5.904648998891551, -0.3055691929344315, 5.363716756977965]"
468,"[5745.030144159578, 1643.7073326636728, 1707.0575313322088, -2195.1766565057005]","[-19.055955676366732, -5.44804077044704, -5.682833696052294, 7.277248059479942]"
469,"[2428.2329825100815, 1290.6567302706258, -169.0260190906408, -1782.4819062346853]","[-8.057553657615044, -4.278737940057766, 0.5585453845225781, 5.906520721418119]"
470,"[2385.8419752660257, 3384.280625044223, -257.08479746765846, -1250.6998701674215]","[-7.921908015363645, -11.24863952331736, 0.8540188225615374, 4.140716491110543]"
471,"[2512.4967499893182, 1714.3624537865933, 492.79549813114636, 1398.5895090121228]","[-8.354891322671865, -5.693232563388534, -1.6341724984897983, -4.631797553202965]"
472,"[2424.1561173625237, 730.0640448134541, 110.6930258193349, -675.5425573398728]","[-8.066893923386703, -2.418319680535086, -0.36323289382925716, 2.2400875934162854]"
473,"[1331.9528438922869, -225.37970405312566, 2467.247867622614, -260.26658870520805]","[-4.436039723303704, 0.7652513155958308, -8.180088806775313, 0.8630650244397711]"
474,"[1279.7907862099723, -2034.3031084926151, -1057.4407994683868, 180.32189252907455]","[-4.269959749537812, 6.781233130286238, 3.5118884269338455, -0.598056139464036]"
475,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
476,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
477,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
478,"[6072.507993597114, -1520.4893608180296, 55.78163358979769, -3043.2454029423834]","[-20.196670655065923, 5.051780148130763, -0.17693605219644562, 10.06179392828315]"
479,"[4572.883162703428, -3667.321088748903, -629.5972810064096, -1092.1769198984853]","[-15.224170251951245, 12.173547594625411, 2.087604850249351, 3.613528173622336]"
480,"[5659.391442992345, -3379.6121251837903, 246.68625666417967, -1662.937114535525]","[-18.82306937311722, 11.218602921680754, -0.80676316644458, 5.4971481447823205]"
481,"[3011.0893611837405, -3172.521300689669, 758.6668666932391, -1482.3521163601577]","[-10.00169080434222, 10.512371192489484, -2.4995169461429385, 4.900865167996515]"
482,"[4330.03546210034, -3152.465404525534, 511.527025506304, -913.9153151221819]","[-14.423748103654718, 10.460337240271253, -1.6841069176931842, 3.0236053573999193]"
483,"[3008.1422311595875, -2205.0768457753234, 265.69752634728525, -2174.3598705370355]","[-10.04301444489429, 7.335621646948477, -0.8724839716520333, 7.184466165193452]"
484,"[4474.141093196548, -2114.287055328907, -58.3138650605035, -1563.0925717170123]","[-14.927116068854914, 7.028086262778949, 0.19908829073276096, 5.156672086745587]"
485,"[5467.8462427793065, -1033.7973460273809, -212.050951290731, -1361.9311025915763]","[-18.26886131044567, 3.445139118289459, 0.7090610360268547, 4.491947243889346]"
486,"[3087.455738635921, -1925.310097982606, -796.8180149469493, -1158.9424139213286]","[-10.32230711659625, 6.419110821919128, 2.6493314406901187, 3.8215913662504675]"
487,"[2353.767116282629, -1517.1567386735962, 0.8695798006333911, -1111.8304859793752]","[-7.863301173268452, 5.069301603916835, 0.003426594989172023, 3.6766153864397486]"
488,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
489,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
490,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
491,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
492,"[-2714.250462723934, -692.9202788291619, -1248.3852660745115, -377.26930132445824]","[9.01629879311716, 2.3001221211732505, 4.133230108799509, 1.2485374424207105]"
493,"[2621.1921749115368, -2388.36081516131, -2140.7786639737647, -434.5508313723088]","[-8.674047828639399, 7.906737144635591, 7.079114587570426, 1.4413963884060803]"
494,"[-1765.7844865469813, -2194.244692840466, -4056.9268776613817, 133.53466721334925]","[5.85218853667021, 7.261841192903331, 13.408961037672713, -0.4284149252051447]"
495,"[-2896.9180056751784, -1163.4116849190318, -640.8392840775717, 226.26211975717953]","[9.594694867541145, 3.8538220708383633, 2.1238652214228333, -0.7345194218493262]"
496,"[-2422.983762187558, -367.72799640106194, 736.1403944252488, 390.3686353254785]","[8.01270854701449, 1.220972305129946, -2.420205423596707, -1.2745982198978112]"
497,"[-1680.1668598857655, -853.2623020555087, 1950.2229367230177, 1486.8598484443332]","[5.557463590988967, 2.8204482956358827, -6.424260492063558, -4.882739800888078]"
498,"[-1931.8801928208718, -732.9328781660607, 1942.0565982056348, 527.2492088356602]","[6.389902668096271, 2.4212913198283537, -6.3958715765000855, -1.721828750185125]"
499,"[-2052.3338311964117, -621.23213581036, 3220.459050906539, -3005.9996260012117]","[6.781189976128811, 2.0522030960384336, -10.609269554164731, 9.913602100565281]"
500,"[-612.1889124651336, -1973.9312288864176, 1168.3026881662447, -3719.771485317983]","[2.0215504387431458, 6.51045303864734, -3.844544409874075, 12.266249018233331]"
501,"[-1946.1523106581926, -3267.8324341318726, 497.5616703583524, -1065.9551315774715]","[6.425253819673085, 10.771731891769154, -1.6350989739084156, 3.5246154690461786]"
502,"[-1698.6655607790165, -2547.1480732994387, 1821.8472584999906, -1101.7058029834395]","[5.607495572358209, 8.399261165724425, -6.001306883320787, 3.6415265560683885]"
503,"[-2299.8586791109756, -2287.729193512333, -4278.194203633898, 144.09764800398477]","[7.5937531851021, 7.54439496303626, 14.100384020088018, -0.4659815358894888]"
504,"[-596.0158763948232, -2718.7305862115218, -6460.784658282989, 922.1899054614627]","[1.9638904401222887, 8.967862675862607, 21.299165412025683, -3.0343829490429237]"
505,"[-1440.5942119316858, -1955.5683788833303, 743.7939360140349, 181.99760148745733]","[4.7562329801015455, 6.452033553584958, -2.455519097571879, -0.5984545806478916]"
506,"[-3576.716698169069, -2232.5163830660363, 3876.4995446957864, -452.04084721313325]","[11.818155586852189, 7.364784553706688, -12.793087041073374, 1.4899230752344563]"
507,"[-3828.5376254897, -2598.6884992711302, 7133.850368163377, -1036.7553263432437]","[12.655682215246118, 8.573541203768078, -23.54759589939574, 3.415219416215222]"
508,"[-3823.804954361423, -2099.1069781940873, 582.0324226147517, -1780.7807198751811]","[12.642153917247082, 6.925004300514076, -1.9293275942955648, 5.870466598531471]"
509,"[-3661.277200661007, -3155.3025663182007, 3941.316181841159, 686.2672468298956]","[12.108440206222339, 10.422048943156138, -13.024828894481702, -2.271398666103835]"
510,"[-3408.8698998484865, 400.757883667151, 186.70369411941908, -639.1108301932373]","[11.281977879563346, -1.3327984467617717, -0.6286037140786742, 2.103214875924498]"
511,"[4.45810441233867, 2182.6771454240306, 6431.8458072045505, 632.5271049438865]","[-0.018995140898374455, -7.229608516358017, -21.279252936122255, -2.10354497826626]"
512,"[-1907.0854464485337, 2535.402617757366, -468.82627301830456, 295.73959799075567]","[6.317302361878722, -8.401333037788895, 1.540531662189166, -0.9931614925396254]"
513,"[-740.9967021991865, 2666.267141468498, 5324.730613544323, -1936.767696960911]","[2.4524478081934267, -8.840995959949819, -17.634939616323873, 6.392757994662859]"
514,"[4312.786449356965, 4524.403571899455, 126.71680240602576, -1358.1421061438411]","[-14.32090628744897, -15.002224404494843, -0.43149691627568665, 4.476714690395319]"
515,"[-5542.026026916273, 4584.695590974208, 2538.4238237641075, 3333.957112115163]","[18.401961255290782, -15.217370648542024, -8.425562602090208, -11.069740140964381]"
516,"[-7674.977611098653, 944.5942022315195, 248.72564375497123, -1845.8522669008437]","[25.506176606105647, -3.1388722747004474, -0.8380066102209738, 6.0921208445696]"
517,"[-1996.1911363720935, 5388.340982523639, 1337.9489130869574, -2269.063732971264]","[6.636793620876999, -17.907781412949465, -4.454398879009412, 7.497828344972614]"
518,"[-1328.0784972768606, 1483.5015365640847, 3613.78140651057, -2742.542041615704]","[4.420060113162435, -4.937120131755521, -12.020168281610385, 9.071459539997804]"
519,"[-1005.6562631411988, -1882.5557661169546, 202.88735797063086, -1660.289885030821]","[3.346955136093572, 6.263595053067475, -0.688511191506864, 5.486564676829834]"
520,"[4778.340112075412, 8799.656732630425, 1165.3833738404007, 8513.89899476726]","[-15.925798101578252, -29.32094061013121, -3.887778327311761, -28.33599765136807]"
521,"[-2124.4404293729917, 8142.020400238759, 6557.547938629793, 6855.175013683118]","[7.080598774109651, -27.140790515079278, -21.828279572186535, -22.834600520122223]"
522,"[-4826.476343256878, 1854.3134646671788, 5756.681658883605, -7017.628792972075]","[16.10824900610433, -6.182654963293474, -19.181584828745027, 23.32876323784858]"
523,"[-1024.0206487449132, 9397.227205668225, 4636.479017909201, 11071.234168607576]","[3.419429897967458, -31.354139856094626, -15.464701150984192, -36.9102839808444]"
524,"[1409.025907224853, 2679.3543309235424, 2650.7145247742533, -401.3251066654426]","[-4.711007051758738, -8.939766309253361, -8.853407762429255, 1.3068668019446399]"
525,"[-912.5023296635944, 2803.393277244685, 1861.6036196909256, 7506.522805864233]","[3.0491680096740694, -9.36594392473048, -6.223361289516158, -25.064338078350094]"
526,"[-173.4392038529809, -2498.722912674027, 5590.302410621072, 103.67388121857616]","[0.5812832483584424, 8.368257660959058, -18.681270625316465, -0.3641669047035861]"
527,"[1016.7182613956345, -3869.1943068091655, 3396.166719803869, 799.486618999249]","[-3.4015296395610517, 12.957728168001879, -11.366286464787189, -2.6809797311914796]"
528,"[7072.767748501814, -2569.457684680415, 4643.440739785136, -202.6291266132603]","[-23.67116794200735, 8.614302472964287, -15.55379876873467, 0.6743786774430608]"
529,"[6174.043508127402, 232.7598568682034, 738.8912811116074, 665.5461191757848]","[-20.66619447055116, -0.7702122119284265, -2.4912934608561605, -2.2254752380076988]"
530,"[1930.0786237239201, -2293.7224245006464, 4304.886057002095, -4518.250369673155]","[-6.473915671802219, 7.709927746297044, -14.441689959335791, 15.13557552181585]"
531,"[6245.826588443713, 931.1110832946267, -1722.9636252601085, -9835.969110728825]","[-20.963730744816807, -3.117206609492142, 5.756015030405245, 32.96778949879247]"
532,"[2570.6152983472693, -5651.227514746118, 5661.441695901194, -6849.994052789406]","[-8.636607653191005, 19.010404459391758, -19.035786505422454, 22.977265656171063]"
533,"[8066.519027151758, -5089.723035701622, 5994.717438482307, -6034.314577473021]","[-27.13578601092152, 17.139992778896378, -20.178626901208318, 20.26813041089116]"
534,"[3121.949972178433, -12181.216106313997, 3606.8996304624307, 229.68135235434127]","[-10.509820148557976, 41.05271336955407, -12.162418450837327, -0.7660532917336353]"
535,"[6493.266105432879, 582.8989493992877, 5192.904360793696, -9012.2028264836]","[-21.859255676135735, -1.9611071955469532, -17.506087176081802, 30.2897439486142]"
536,"[3271.8681900948077, -8237.79641609725, 5324.372339675951, -6263.471642977081]","[-11.02126907051841, 27.76374151554765, -17.949916287760818, 21.06548788219856]"
