,a,b
202,"[19611.68337001678, -2954.136978096061, 3189.9977152807196, 5931.192102517965]","[-65.71627763057771, 9.868267861291093, -10.682363172022631, -19.705369276930274]"
203,"[13642.006156402276, -1973.008609980775, 3192.7695223927067, 7877.616266317977]","[-45.694025077542065, 6.592940663213122, -10.678057329870583, -26.142492311627905]"
204,"[19046.710712803924, 118.74423000818109, 4442.993395025558, 7224.145873624961]","[-63.75049456829371, -0.39935520647027345, -14.819119188206882, -23.972986614139842]"
205,"[11159.12556249991, 768.2158463648859, 6769.2655035504495, 5291.17084478949]","[-37.27759452646644, -2.5482384793293176, -22.54878697932843, -17.56206843379942]"
206,"[22595.984843359496, 3788.004030308235, 9718.727737447029, 1679.7625341664693]","[-75.14471763348224, -12.558929018660775, -32.29775815343202, -5.623352091444152]"
207,"[16822.776015212978, 7653.040257134837, 1642.8547971573903, 13913.539525511258]","[-55.85508005200551, -25.368208331719565, -5.504050428568425, -46.0350161459908]"
208,"[-4279.722224694688, 16735.5042835102, -7444.9571434193, 12020.983926051302]","[14.270773771524093, -55.452272805391026, 24.62858461807548, -39.801775444159375]"
209,"[1892.8630971790951, 2327.6135174889646, 20521.186077890914, 15973.529342559552]","[-6.24203867794013, -7.5836667090117595, -68.04924618164709, -52.84191261798358]"
210,"[-12930.666255368096, 15311.306746761276, 12882.157298415641, 15069.577556888471]","[42.98265819837703, -50.700786289103895, -42.71332253107327, -49.852365299226236]"
211,"[11058.91163979498, 10356.168874331966, 7393.365854052681, 8706.320181150923]","[-36.746754527916494, -34.268366607199106, -24.512814474899717, -28.861246705665934]"
212,"[9187.023770071464, 14987.465986414445, -3899.3980048893786, 15433.03076779428]","[-30.518788682733554, -49.70417744965695, 12.930603088051189, -51.09257191200299]"
213,"[2522.8178011416476, 3165.3137841693565, -9436.786272542193, 16487.585820942233]","[-8.38348356265964, -10.524403987501694, 31.26479069905651, -54.50629964750538]"
214,"[8993.014209104462, -3213.7078451168204, -6228.662258876986, 14795.37565667636]","[-29.895291424970928, 10.62512558885545, 20.61009281252816, -48.93291451652073]"
215,"[6512.772416327496, -4333.537819170134, 27650.24129823215, 20960.507341641623]","[-21.62435965384763, 14.373772339908726, -91.43222637026567, -69.29040595496919]"
216,"[6612.4800760857615, 19269.196194963642, 22441.60002948808, 13942.966736074139]","[-21.947111677661766, -63.79135275385705, -74.22693782607024, -46.110049738573366]"
217,"[10341.830341107809, 9249.227682926294, 18479.176691838984, 828.5323734363161]","[-34.3261546653559, -30.65002258828618, -61.13143956615888, -2.7701512324099244]"
218,"[10060.335258227009, 14886.941611945893, 46899.85961663949, -624.3780837466207]","[-33.390943789637255, -49.3275955024112, -155.136142247422, 2.0649744943240327]"
219,"[8180.903533757782, -2529.851975402485, 49222.63129427945, 10453.653990999406]","[-27.17122869298912, 8.368062772252417, -162.74646343237683, -34.529185669813046]"
220,"[9972.365675424451, 10337.03187447101, 34783.820309001014, 21025.837048193076]","[-33.12228926611637, -34.19628185588632, -115.0448922125242, -69.4228375727001]"
221,"[7226.792692945829, 9598.67764288913, 11631.691421805128, 6851.992737809883]","[-23.977617774354446, -31.736396330065695, -38.44925634919307, -22.515699363509317]"
222,"[3977.3187874121804, -9585.740091418766, 15329.088649335466, 6370.435099956448]","[-13.21421657697805, 31.754985302307244, -50.69858026730758, -20.951571526890298]"
223,"[4906.596365131521, -20389.45690495512, 16430.309076789577, 4732.145388862802]","[-16.29180891690255, 67.50307793672224, -54.363548586587676, -15.576646948513908]"
224,"[9395.564963092402, -2858.915132550512, 16629.037661138478, 9180.778573115726]","[-31.163260316173083, 9.455761389091863, -55.02746004208239, -30.28135601271285]"
225,"[6645.641243558556, 1722.6398254594767, 25704.190394452544, -1451.1107676714578]","[-22.06255055246553, -5.734446681183282, -85.04201212063714, 4.859968076133048]"
226,"[12779.794361255543, 5433.630724721826, 19734.15665745685, -9889.883778540001]","[-42.4401783399695, -18.043641167465253, -65.33629692805229, 32.753320131001914]"
227,"[13810.217685360363, 3895.620433650365, 10566.980976120523, -15107.043464907822]","[-45.8823550796062, -12.94727422516618, -34.99824134734139, 50.00183580378698]"
228,"[12010.164536615197, 2607.6305861069413, 7092.547445218428, 7392.40604023923]","[-39.90863976745422, -8.682664621979008, -23.499407215537385, -24.420072983313336]"
229,"[8363.36903427068, 1816.3623731507341, 9646.886489522087, 15875.991990989523]","[-27.81295342841758, -6.051158091015966, -31.959923299851468, -52.54727332291494]"
230,"[6122.960544476768, 3336.7720351384223, -1844.4348977859343, 14728.907288174707]","[-20.37943298894103, -11.099417193649959, 6.150162111908191, -48.803162266677155]"
231,"[4832.1810556273285, 2305.1231059850843, 6249.982968937284, 14946.906374876882]","[-16.08388454518279, -7.66907885572544, -20.65975255052545, -49.55799442313093]"
232,"[4479.30107362342, 2760.0030873784735, 6524.797519392956, 16795.561596897853]","[-14.92587131205478, -9.18529897982649, -21.57447137899702, -55.70584682767977]"
233,"[4933.223338563757, 3885.021775429038, -5166.161738006567, 304.84804820398716]","[-16.449426520440277, -12.933402908464391, 17.233511776174204, -1.0156687661926818]"
234,"[1056.0681209341003, 2703.3264428428074, -4492.12877108801, 2043.1566042455772]","[-3.521496874130908, -9.009222986061411, 14.983823155203423, -6.80228399926365]"
235,"[2884.949893153005, 1343.7881563647866, -4398.501211224039, -417.87726886481556]","[-9.63584941030839, -4.482138300696291, 14.673372747347923, 1.3872047594130676]"
236,"[4532.862770261601, 883.874057110909, -1178.0132485598865, -6488.955829933512]","[-15.161033627526157, -2.94890885333212, 3.9435677544608514, 21.606329289818277]"
237,"[2763.002465179799, 3181.863327868588, 2680.365411125096, -1575.5651380623478]","[-9.240386974299403, -10.632631936122472, -8.93623606346326, 5.258811516012993]"
238,"[-1374.5094824890114, 1117.791882154605, 3876.7464160604727, 6279.209457551657]","[4.6109950438258815, -3.7294540545719443, -12.940563039541614, -20.956783019940474]"
239,"[4133.340436894024, 2867.0037973508215, 5337.534742264308, 8306.1038686855]","[-13.853615349076328, -9.591544011155865, -17.841214245664723, -27.740105325198574]"
240,"[606.7928912893617, -584.6286012314605, 5471.41444499814, 5381.897548416928]","[-2.0317587437022513, 1.974556214088806, -18.320563851122966, -17.99286805542021]"
241,"[-1357.0909626846683, -133.7641406226377, 6157.8973755918805, -5435.95525404951]","[4.557613256987584, 0.4658189058110479, -20.640934066473687, 18.220470473501756]"
242,"[-1763.1280682467702, -42.72287212871338, 7828.016088842685, 730.8550204722325]","[5.928412661892014, 0.1601194972588708, -26.26571785128624, -2.4260552112358793]"
243,"[-847.2249295113672, -306.17982010924976, 3015.319179977108, 2232.685471442714]","[2.850415823228734, 1.0453392639827936, -10.134332968862145, -7.4677682205416875]"
244,"[392.664725826427, -528.1253448617155, 7391.762970880748, -10827.033380799936]","[-1.318674912452268, 1.7930118488454796, -24.875033901036222, 36.41888759027508]"
245,"[1732.1567100650882, 446.6284343056389, 5839.417478843206, -1561.9070638068417]","[-5.837981491029723, -1.4940928711128423, -19.669452691391815, 5.280338079285077]"
246,"[1876.828596068612, -154.6704276989572, 6367.705516721746, -10367.251693998285]","[-6.3335229881471475, 0.532901794063718, -21.483623661318227, 34.96835076102168]"
247,"[2679.345222315242, -1635.6154848375832, 5885.939297163992, -8270.052178548765]","[-9.055103261664184, 5.538797525233863, -19.885332779347117, 27.916005004064203]"
248,"[1708.8363113638002, -789.2130012503674, 6217.363649460579, -132.3450796862336]","[-5.7826438602711425, 2.6785360803180036, -21.038498081431925, 0.45479964319603133]"
249,"[2023.859709710257, -313.1951958101916, 4329.135344247297, 1307.585974079228]","[-6.8615592948150805, 1.0679417823223638, -14.664264612817771, -4.4130674842014095]"
250,"[3453.5266396607703, -1219.9340941572898, 4239.821284496223, 2140.5280404644345]","[-11.73002756580335, 4.145274470525257, -14.373203605989362, -7.237646204553075]"
251,"[5103.105711514261, -3358.6731890849705, 3603.2310476359335, 1837.5374334329654]","[-17.36732602475237, 11.429816253300325, -12.243417985707657, -6.222149802854538]"
252,"[3404.9220228783056, 144.94887629115476, 3983.1928476697703, 2622.5216828817775]","[-11.61467772698267, -0.4937667824986744, -13.544609240977401, -8.888167600719797]"
253,"[-1352.888934901624, -1737.5130996410128, 5925.139645624251, 2410.966882330689]","[4.620702565728933, 5.928638072834467, -20.178829848408288, -8.183737871222679]"
254,"[1565.853883901833, -314.8650392003446, 5138.38717719638, 2476.12238144127]","[-5.350069578698816, 1.0800425716148363, -17.51496470304678, -8.408037476759855]"
255,"[-2119.805527821818, 1020.3439236554657, 4831.131507559299, 795.3193646811193]","[7.279096657906942, -3.4947578702394897, -16.481498159292528, -2.7086801635754845]"
256,"[-1571.4579819069163, 1779.4961898580739, 7116.514431828492, 539.5570157692732]","[5.408018513451731, -6.094952765796648, -24.285636898018044, -1.8507185094429779]"
257,"[1671.1105097723023, 5358.1579668708255, 9330.393174291181, -1369.8175140128003]","[-5.762846895009234, -18.471030737381984, -31.98720933918753, 4.643133521466042]"
258,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
259,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
260,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
261,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
262,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
263,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
264,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
265,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
266,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
267,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
268,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
269,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
270,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
271,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
272,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
273,"[1368.959233005616, 1205.4503358070453, 30241.467604719157, 19474.714784278294]","[-4.581769435266848, -3.979978598316771, -100.91877670396936, -64.86011751720247]"
274,"[-2376.80619386874, 2859.028351739686, 15641.199325246247, 36260.730417551415]","[7.938331916668014, -9.496337676874074, -52.11002251552955, -120.65961734632614]"
275,"[-1198.2119604692946, 929.0223402552972, 11415.677314916924, 38297.88374956095]","[4.002275749485016, -3.06594513770654, -38.04963867754387, -127.53771625890133]"
276,"[7087.4494292326945, 1464.6845893231994, 12815.074103404695, 15177.040641352094]","[-23.721882228450657, -4.868014067285954, -42.77579890714791, -50.594461806398144]"
277,"[2814.538738409571, 8725.501573725818, 10256.201808080898, 19730.575507082183]","[-9.421406068631693, -29.178598103434233, -34.284571445050894, -65.87866377430703]"
278,"[1309.5091006835594, -1501.841328727877, 7442.121674755122, 19351.00796748991]","[-4.38256013428755, 5.048158809508417, -24.90677066739257, -64.70171054029007]"
279,"[129.18725256244008, -5440.855243176167, 4900.433120483137, 3485.3627520051346]","[-0.4264184430690255, 18.26922335517948, -16.41806660005534, -11.655805489030266]"
280,"[9324.961019444792, -292.188402225634, 1727.9080767373111, 4739.782025402352]","[-31.331392650006567, 0.9950060786652437, -5.807717226866847, -15.903330136010254]"
281,"[428.75331864656056, -2485.5154990371643, 1499.2870691901508, 3043.837469055413]","[-1.4440023012373127, 8.374516791602652, -5.045858715602736, -10.230021794712501]"
282,"[-1459.2460895006452, 2768.184784388865, 4351.769897235138, 987.8551713953036]","[4.914280546275092, -9.317949791416064, -14.665948212530651, -3.328831804901449]"
283,"[-8.430748646455452, -1950.7365349902354, -285.1785336337389, 480.78513327051814]","[0.025975826637980093, 6.592279423751065, 0.9605750982121078, -1.624406087801225]"
284,"[7967.654451054613, 271.477836942922, -596.3288271951313, -524.4087619632926]","[-26.92713623674334, -0.9075834446187492, 2.013939975587874, 1.7653425190984917]"
285,"[8644.627262819868, -2567.318744731167, -726.3362523273435, -1090.7878040067303]","[-29.262058557549853, 8.720207830964787, 2.4597467003990854, 3.6785543102457194]"
286,"[7330.736215670588, -3598.267694862698, -1944.105738501348, -2123.1335196906366]","[-24.846856041515657, 12.227060734777506, 6.591555020224574, 7.162147654979602]"
287,"[6530.638608912204, 2457.0592910766927, -430.379756621241, -1840.5254912058476]","[-22.189494470218307, -8.343202856247988, 1.460623684700992, 6.207357450020033]"
288,"[-93.27283195951112, 803.9296567973015, 403.26000236280146, -3848.6656708172336]","[0.3183924624630664, -2.719551033111377, -1.3661576574378929, 12.97157803071561]"
289,"[-10769.57607341501, 787.555377228464, -128.64632132850224, -4120.921276930001]","[36.60472844595773, -2.662966977213801, 0.43822212692310963, 13.877944563763378]"
290,"[-6754.366369628804, 2437.9678422556053, -1659.4632709903717, -3489.4472420318552]","[22.95933320058485, -8.26573394597125, 5.617699509000171, 11.725563351503313]"
291,"[-6730.075538590183, 907.5799829881621, -782.5037748540453, -331.76428393178315]","[22.840047934791652, -3.0542408457144323, 2.649329188847733, 1.1014951530904546]"
292,"[-5458.973903831323, 3587.1908357031525, -532.5734656398334, 2344.8764589311445]","[18.487744371582465, -12.06727247417222, 1.8172686206988233, -7.825192256858601]"
293,"[-5256.609082314088, 1206.9013598303663, -1559.6347441878934, 6040.632864442223]","[17.79490424414313, -4.023231979898038, 5.254133746400092, -20.114700383602198]"
294,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
295,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
296,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
297,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
298,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
299,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
300,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
301,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
302,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
303,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
304,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
305,"[5659.837707119205, 476.5216243806418, 2852.125580130327, 14921.604838694982]","[-18.93134038910752, -1.596907400356906, -9.48004037039498, -49.38700666546699]"
306,"[2135.196690133899, -854.4052203851486, 3554.9768681720147, 3369.3548115263557]","[-7.152069124352544, 2.8480464270003605, -11.81510932074745, -11.203400779747748]"
307,"[-1306.2055806305148, -1441.9335026015585, 3167.366662416198, 3122.232819191377]","[4.387771091731509, 4.809536534046636, -10.52698156704879, -10.406106574678486]"
308,"[-7270.772121353592, -2584.972807365098, 4556.731223282736, -4934.951918626397]","[24.380945541897855, 8.627343106139367, -15.152636796099861, 16.254708036710976]"
309,"[-6062.936555636279, -11952.579108782465, 4131.71223399068, -1958.6720924774654]","[20.3213113170551, 39.86544215151962, -13.743114707865335, 6.400839130512232]"
310,"[-6865.635855500906, -5018.944638666481, 382.35357735208385, 5606.369829510111]","[22.981685259769815, 16.719846426362775, -1.3084800205334228, -18.626327314351805]"
311,"[2875.1904978085718, -2913.332834344607, -1488.3163186075933, 11741.750431946522]","[-9.566624234485884, 9.680205278279542, 4.908870048098259, -38.94683519242883]"
312,"[15465.091166039756, -3231.7842074753135, -1256.1495412062206, 16165.401616966275]","[-51.61119399434448, 10.747044809434701, 4.1549241665208, -53.612151933298364]"
313,"[8190.77599328323, 943.9320644147211, 37.67019070902872, 12708.63874586908]","[-27.36314664918705, -3.1652171015315003, -0.13435277859288397, -42.16510798023509]"
314,"[9280.469382690882, -3661.8270559123034, 11204.670864978863, 15047.129700084563]","[-31.02053496998936, 12.201994673397389, -37.20511692866879, -49.91573124882505]"
315,"[9508.933890180959, 173.8501611517966, 6036.711847941112, 12567.305393595181]","[-31.774930791196773, -0.5997490823791194, -20.000102870157896, -41.72444438521293]"
316,"[-14924.068901392951, 1220.6988892487343, 12441.766376128659, 2490.35316555406]","[49.95070734202995, -4.091371107991052, -41.31941669127299, -8.300811264203196]"
317,"[-8744.442222057827, 249.7655275647686, 17220.141253003825, 11622.135253287704]","[29.28128547322131, -0.847217205964583, -57.12934700766693, -38.53665568168077]"
318,"[2743.598369851001, -3175.4774507776074, 15770.392460172263, 14882.44465574302]","[-9.12473368178404, 10.54002866660938, -52.269386674995445, -49.263511358697464]"
319,"[-10363.76219193237, -6031.229733533934, 35733.414755575985, 19096.6008949037]","[34.60159023889333, 20.012808198372788, -118.27808657161503, -63.206903922407264]"
